userName;content;score;at
antonius Herman;Baik sekali;5;2021-11-30 07:41:30
Anisah Affifiyah;Yyyyy mantul;5;2021-11-30 07:03:19
Ericson Sai Putra Utama;sangat membantu;5;2021-11-30 06:58:33
Suarni Nani;Aplikasi sangat membantu karena bisa buatb anak belajar online;5;2021-11-30 06:15:24
muhidin pin;Good job;5;2021-11-30 05:57:15
neos boy;Suka Bobopoop????????;5;2021-11-30 05:32:06
Rini sutarti sutarti;Terima kasim zoom yg sdh membantu kami untuk menemukan ilmu pengetahuan untuk saya;5;2021-11-30 04:33:25
RIDWAN D. YADOMAN;Aplikasi zoom ini memang banyak sekali penggunanya apalagi di zaman pandemi ini. Para mahasiswa dan para pengusaha atau pemerintah menggunakan zoom ini untuk melakukan meting jadi saya minta kepada perusahaan aplikasi zoom ini agar menambahkan fitur pendukung seperti bacground yang lebih banyak,dan kenapa ketika di laptop kita menggunakan background selalu jelak muka kita nanti pakai latar hijau.mohon di kembagkan background nya tanpa latar hijau donk??;3;2021-11-30 04:19:11
Sri Mulyani Putri;Bagus;5;2021-11-30 04:11:51
ard dotuju;Ok;5;2021-11-30 04:08:27
_itah masyitah;Guru;4;2021-11-30 03:48:36
Miftakh Udin;Bagus;5;2021-11-30 03:35:31
Cia'Jo Manadonesegrill;ZOOM;4;2021-11-30 02:57:20
kamil plg21;Jelek;1;2021-11-30 02:50:58
Chikal Official;Bagus banget;5;2021-11-30 02:48:03
Eririo Gwijangge;Mohon stalisasi;5;2021-11-30 02:44:11
naga_sapan;Lumayan enak buat sehari2....;4;2021-11-30 02:43:08
Neli Nofita;Tool;1;2021-11-30 02:42:39
Fidharini Fidharini;Bagus aplikasinya ......??;4;2021-11-30 02:40:13
Roy Tampubolon;Good;5;2021-11-30 02:14:45
indah dwi suci;Nice;5;2021-11-30 02:10:27
Muhdin Umar;sangat membantu;5;2021-11-30 02:02:50
Ahmad Nur Abdillah;jelek ui uxnya;1;2021-11-30 01:27:59
9G _30 Triyoga Syaikho Zain;Kalo mau join meeting kadang-kadang passcode sering bermasalah, terus kalo pake laptop kadang-kadang kekeluar sendiri, Zoom.us mohon diperbaiki ya ini menyangkut nilai saya soalnya;1;2021-11-30 01:24:47
Muhammad Attaullah Maula Ahza;Aplikasi yang sangat bagus!! ¡¡!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!;5;2021-11-30 01:06:56
Bpk ester simamora;Next i Will give 6 star;5;2021-11-30 01:03:09
teguh P 5;Ukuran aplikasi nya diperkecil dong ini terlalu besar, hp sy memorinya kecil byk aplikasi laen jg butuh , kepaksa klo gk dipake hapus dulu biar gk eror trs ntr Download lagi klo ada kerjaan hadeuhhhh;3;2021-11-30 00:55:32
Setiawan Smptb;Ini sangat membantu saya dalam belajar;5;2021-11-30 00:49:24
Siti Nur Laelatul B S.E., Ak;Ok;4;2021-11-30 00:42:45
Nareswara Nugroho;Good;5;2021-11-30 00:42:39
hanton sebastian;Tolong di perbarui lagi aplikasi ini nya min,karena banyak yang menggunakan aplikasi ini;3;2021-11-30 00:41:45
PEJUANG HALAL;Zoom sgt membantu saya dlm bekerja.;5;2021-11-30 00:28:05
Justia Naura Rahman;Bagus;5;2021-11-30 00:21:46
vi nc en ti us A.S;Gk bisa sign in babi;1;2021-11-30 00:18:18
Faisal R;Saya Terpaksa Mendownload Zoom Karna Guru Saya!!;2;2021-11-29 23:56:26
Starr;Welldone;5;2021-11-29 22:58:41
Andi andilau;Good;5;2021-11-29 22:54:08
YESI HARIANI;Good;5;2021-11-29 22:13:28
Rahmadi Muchsin;mantep;5;2021-11-29 22:11:22
siti rahmawati;Sangat membantu dalam berkomunikasi langsung, dapat menggantikan tatap muka.;5;2021-11-29 21:14:31
Rukmana Setia;Ok;5;2021-11-29 19:19:20
ABRAHAM HARAPAN PANGGABEAN;BAIK;5;2021-11-29 17:33:08
sulastri An;apk yg bagus;5;2021-11-29 16:47:10
rizky dharmawan;Good job. Aplikasi yang membantu pada saat kondisi pandemi saat ini;5;2021-11-29 14:49:24
Aliza Izet;Nice;5;2021-11-29 14:27:58
Mama Marwan azzuhair;No comin;5;2021-11-29 14:05:50
Adinda Pati;"Asalamualaikum wr wb. Terimakasih ""Apk zoom"" Telah membantu saya untuk pelajaran daring sekarang ada zoom menjadi lebih baik dan semoga apk zoom bisa lebih bermanfaat ????";5;2021-11-29 13:54:08
ali mustofa;Alhamdulillah baik;5;2021-11-29 13:18:52
Ria Triana siska;ee c,;2;2021-11-29 13:17:44
Tafonao ANUGRAH;Bugus banget;5;2021-11-29 13:17:39
Louis Muliawan;Super;5;2021-11-29 13:16:14
Yuventius Sarjuni;Kok lama ya loudingnya, barangkali pertemuan Adven sudah di mulai, bagaimana?;2;2021-11-29 12:14:26
Ramdhani Adjie;ok yes;5;2021-11-29 12:08:45
Mariana Moningka;bagus banget aplikasi zoomnya??.. sya suka sma aplikasi kasih in??;5;2021-11-29 11:36:58
Ulu Gery;Kere;5;2021-11-29 11:31:37
Xaverius Fransiskus;Sucks;1;2021-11-29 11:14:26
hendri ozil;Oppo f11 memang tdk bisa pakai virtual background kah?;2;2021-11-29 11:13:41
Mur Sani;Bagus kali ya;5;2021-11-29 11:05:15
Cahya anggara Putra;I don't like online school;1;2021-11-29 10:49:14
Sastragrafi19 Official;Saya kasih bintang 3 dulu. Kekurangannya di virtual background yang belum tersedia untuk pengguna Android ya.;3;2021-11-29 09:45:03
Salwa Azzahra;Dihp saya kok gk ada suaranya ya? Padahal udah di unmute malah, masalahnya dimana ya. Tolong kasih solusinya. Terimakasih;1;2021-11-29 09:27:57
Faridzma Alfariz;Good;5;2021-11-29 09:17:54
Rahma Putri;"Hallo saya Putri, maaf untuk pihak developer memberi rating 2. Karena pas saya mau buat zoom metingnya, tertulis connecting terus, lalu pada akhirnya muncul tulisan ""Unable to join this metting, please check your network and try again"" padahal network saya normal. Mohon ymuntuk segera di perbaiki.";2;2021-11-29 09:06:37
Varu Eddi;Keren boi warmelen shaggy im run buggy iya boi warmelen shaggy im run bogi;5;2021-11-29 09:06:16
Vernando Karel;Sangat membantu..;4;2021-11-29 09:02:21
Diamond Yera Nita;Aplikasi ini sangat bermanfaat...;5;2021-11-29 08:02:21
Novi Meilani;Susah trus masuk!;1;2021-11-29 07:40:46
safar latif;Mantap;5;2021-11-29 07:12:59
Putu Adnyana;Bagus;5;2021-11-29 06:58:19
Dede Aris Rinaldi;Aplikasi jore;1;2021-11-29 06:52:05
Lalu Putra;Bagus;5;2021-11-29 06:45:24
Ali Fairus;Sagat membanTu;4;2021-11-29 06:35:14
azrakifauwais;Bagus sekali;5;2021-11-29 06:22:16
Tiara Maulida Hanni;Males banget jarang make tapi pas mau make suruh update dulu;1;2021-11-29 06:14:38
Melvern 19;Tolong, mic di awal jangan suka dibuka sendiri, gak lucu kalo gak sadar ngomong lgs kedengeran ke seluruh meetingnya;2;2021-11-29 05:47:16
Dii;Download karena tepaksa????;5;2021-11-29 05:17:31
Sugimanmpd Abf;Audio + video slalu terputus2 & takjelas;3;2021-11-29 05:10:30
Vhv Lovers 237;Lama mat nak dowload nya;1;2021-11-29 05:00:12
15 018 Fira Rifdah;????????;5;2021-11-29 04:59:36
Thrsnk Sgt;Sedih bgt klo apk nya pilih kasih seperti ini, saya harap cepat ada fitur virtual background untuk semua jenis hp andorid bkn hanya hp yg canggih dan mahal saja, mengingat skrg semua serba online, ini akan sangat membantu semua orang,pdhl udh update trs berkali² smpe versi terbarunya, jadi tolong jgn buat kami kecewa dan segera adakan fitur virtual background :);1;2021-11-29 04:50:24
Asu Micek;Tambah mahal;4;2021-11-29 04:38:19
Ahmad Fatih;Cool;5;2021-11-29 04:32:53
Rafuddin tanjung;Mantap.... Lanjutkan, tetap menjadi yang terdepan....;5;2021-11-29 04:30:08
Aseng Saepudin;kenapa tertunda tidak dapat dibuka cantik;5;2021-11-29 03:31:39
Syarifuddin Hera;sngat membntu;5;2021-11-29 03:20:01
Lois Hadi Sutrisno;Sangat membantu;5;2021-11-29 03:16:37
Toni Roma Dona;Udah di-update tapi update datanya ga bisa di install. Padahal udah diulang berkali-kali. Mohon diperbaiki;3;2021-11-29 03:11:03
Gustia Curup;I cant use background on zoom;3;2021-11-29 02:59:43
Santi Amalia11;good;5;2021-11-29 02:57:16
Sarfina Wardhani;??;4;2021-11-29 02:46:33
Sukes Jaya;Terbantu dengan adanya aplikasi zoom ini apalagi di saat PPKM;5;2021-11-29 02:37:32
Muh Akbar;Bagus;5;2021-11-29 02:13:51
Ungke Alvin;Lumayan;4;2021-11-29 02:12:56
Agnia Nurdavina;baguss zoom untuk sekolah daring aku??;5;2021-11-29 02:09:34
Subono Dn;Ok;5;2021-11-29 01:56:54
02.Aryanti Rotua Siregar;Apk nya baguss kok !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Why,apa Kenapa sih lihat lihat gk ada apa apa kok?;5;2021-11-29 01:40:38
Wahyu Supriadi;Ok siiip jaya terus korpri;5;2021-11-29 01:40:13
Listyowati Spd - SDN Banjarsengon 1;good... sangat membantu;5;2021-11-29 01:20:33
Hanafi Regar;Nice;5;2021-11-29 01:19:01
vutri wahyuni;Apk ny Mantap klau bisa di tambahkan fitur background utk android jg jgn hanya di laptop ????;5;2021-11-29 01:16:28
Dirmanto;Bagus;5;2021-11-29 01:13:54
Umi Ade;Saya blm bisa coment,karna baru ikut;5;2021-11-29 01:11:15
Adri Basri;Terima kasih;5;2021-11-29 01:10:50
Keyla Jupe;Saya mau mengunduh zoom miring kenapa ga bisa ya;5;2021-11-29 01:05:41
Orr Tegaa;CPT bagus;5;2021-11-29 00:58:37
Bocah Petualang;??????????;5;2021-11-29 00:43:58
Florencia Evelyn;Bagus;5;2021-11-29 00:39:23
Dar Miatun;Kami mengetahui hal hal yg harus kita lakukan dan yg tidak boleh di lakukan yg mengakibatkan kerugian bagi dirinya sendiri maupun orang lain;1;2021-11-29 00:36:45
Dwi Januar Rizky;SERING ERRORRRR;1;2021-11-29 00:34:44
Kenjiro sientargo;Tidal Bisa Pakai WiFi Kali lake WiFi selalu ngelag;1;2021-11-29 00:31:10
Witarini Dewii;"Coba aja kalo pake hp bisa pake virtual background pasti nambah bagus ;((";3;2021-11-29 00:29:44
Michael Saputra;????????????????????????????????????????????????;1;2021-11-29 00:09:08
jamaludin yoisangadji;TKS;5;2021-11-29 00:01:34
Lency Arogym;Apik;5;2021-11-29 00:01:09
Aruna Kania;Sya ksih 1 aj, krna zoom beban buat gua;1;2021-11-29 00:00:08
Aprisa Natasya;Tolong dong developernya tambahin fitur virtual backgroundnya untuk hp????Ok Terima kasih;3;2021-11-28 23:50:46
Elsya Arum Puspitarini;Bagus;5;2021-11-28 23:41:36
Alwi Coker;Ok satu bintang;1;2021-11-28 23:17:53
Lie Ivonne;good;5;2021-11-28 22:17:16
Grace B;Apk ny bgs, sngt membantu sy dlm kegiatan daring;5;2021-11-28 21:48:09
ayah fari&shofiyah;Bru mau download;5;2021-11-28 15:35:23
Dewi permatasari;Ok;5;2021-11-28 15:21:27
den loloy susilo;Bagus..;3;2021-11-28 15:06:14
Delon Samuel;Aplikasinya bagus banget;5;2021-11-28 14:41:44
Adi Reyhan;Ko gak ada deskripsi background nya;1;2021-11-28 14:36:34
Asep Rahmat Kusmana;Bagus;5;2021-11-28 14:21:26
kholid nurillah;Sangat mudah untuk melakukan zoom dan geser pada layar;4;2021-11-28 13:51:00
Susanti Sapkenu;Luar biasa;5;2021-11-28 13:34:11
Dwi Fegia Tiofani Sihombing;Tidak tersambung;2;2021-11-28 12:36:34
Riris Noviani;Sinyalnya putus-putuss jelekkk !!!.... terus gw liat di google, katanya apk zoom berbahaya.. udah banyak beredar berita nyaaaa!!!! Menurut gw Zoom apknya Agak bagusss;3;2021-11-28 12:24:33
Jonar Panjaitan;"Terimakasih sangat"" membantu";1;2021-11-28 12:18:24
Yuliatin -;YOU SUCK;1;2021-11-28 11:38:55
Tan Tjoen Kwie Wiwi;Berguna baik;5;2021-11-28 10:56:51
Polong Mas;Sya kasih bintang 3 dlu deh, soalnya saya GK bisa masang background di aplikasi ini;3;2021-11-28 10:32:24
Ahmad Danu;yahahayuk rapt guas ngeng;5;2021-11-28 09:57:02
Muhammad Fadeli;Baik;5;2021-11-28 09:20:42
Agus Niarti;TANKS YOU;4;2021-11-28 08:19:46
Ateng Kurnia;Disconnected frequently;4;2021-11-28 07:52:15
Nandang S;Bagus sangat membantu kegiatan 2 meeting;4;2021-11-28 07:51:55
Sapto Medan;Amazing, fantastic;5;2021-11-28 07:49:21
Harsa Alfatih Wijaya;Ok;5;2021-11-28 07:13:06
Dedi Iskandar;tidak ada suara saat meeting;2;2021-11-28 06:57:29
HALO;Halo saya ada keluhan saya sudah pilih untuk mute saat masuk meet tapi kenapa mic saya masih on;1;2021-11-28 06:50:15
Aylani Inara;Bengkel;5;2021-11-28 06:46:41
Sarman Maliaya;Okeeee;5;2021-11-28 06:18:43
Muhammad Dani;brilliance;4;2021-11-28 06:18:36
Airin Molunggui;Sangat baik dalam pertemuan daring;5;2021-11-28 06:10:15
ALANS - CHANNEL;Ok;5;2021-11-28 06:04:22
OSH Siahaan;Great;5;2021-11-28 05:49:44
Kristian Rinjani;Jelek banget iiii;1;2021-11-28 05:37:57
supri qia;muantap;3;2021-11-28 05:34:28
Panca Arya Saputra;Ga bisa install kocak;1;2021-11-28 04:22:47
Aly Sao;????;5;2021-11-28 04:20:41
Yovantri Andreas;Tolong kembangin lagi, saat share screen video selalu lag;5;2021-11-28 03:50:36
Feberlius Lahagu;Sangat membantu;5;2021-11-28 03:45:29
Bunda Fariz;Bagus;5;2021-11-28 03:35:33
joseph ephraims;Thank You Zoom The Zoom Your App Help and Support Me;5;2021-11-28 03:20:44
yuliawan eliandy;Mantap zoom;4;2021-11-28 03:19:13
damean sitorus;Ok;5;2021-11-28 03:15:29
asriani sispa ginting;Bagus banget;5;2021-11-28 03:06:46
Putri Alya;thank you apk bagus kok hihi;5;2021-11-28 02:01:03
Gugun Trisno R.D.;"Aplikasi yang terlalu banyak menggunakan jaringan. Suka keluar"" sendiri kalau jaringan unstabil. Tolong lebih di tingkatkan lagi mengenai penggunaan jaringannya.";3;2021-11-28 01:43:37
Fatikha Oktavian XI RPL;Keren;5;2021-11-28 01:24:47
Gamel Cia;Aplikasi zoom membantu banget saya mengajar yoga. Thanks;5;2021-11-28 01:22:44
Veranika Panggabean;Makasih ini bagus banget keren aku suka ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????;5;2021-11-28 00:59:48
ent namae;Terlalu banyak memakan batrai dan kuota;4;2021-11-28 00:06:09
Hasan Has;??;4;2021-11-27 23:00:48
Maryati Aty;Penggunaan sangat Simpel.;5;2021-11-27 22:14:35
Muhammad Shobir Alfarisy;Sangat baik;5;2021-11-27 17:17:43
Suryodipo;Perlu inovasi lebih baik lagi.. bravo;5;2021-11-27 15:50:37
Sodiqin tawi;Baik dan sangat bermanfaat;5;2021-11-27 15:49:51
Suroso Jenar;Bisa bekerja jarak jauh;1;2021-11-27 15:11:33
Siska Komalatari;Good;5;2021-11-27 14:54:08
Yoe Pratama;??;5;2021-11-27 14:49:36
Wiwin Ayu;Oke bngt;5;2021-11-27 14:46:11
Jaja Kartija;Top bngt;5;2021-11-27 14:35:37
jose hiro lumban raja;Mantap lah aplikasinya;5;2021-11-27 14:35:25
Wisnu Saputra;Aplikasi yang sangat bagus ??;5;2021-11-27 14:23:48
Azzam Assidqi Rafaelan;Bagus sih tapi agak ngelag gitu sama ngebug tapi good banget dan paling yg ga aku suka adalah aku gatau cara make background nya??;4;2021-11-27 14:23:35
DUNIA KAMPUS YHSB;Mantp;5;2021-11-27 13:38:49
Anton Efendi;its very good. simple aplication.;5;2021-11-27 13:20:43
Siti Rosidah;Good;5;2021-11-27 13:07:27
Tirsa Penikai;Ok, sangat membantu....??;5;2021-11-27 12:54:50
Ahmad Fuad;Ok;5;2021-11-27 12:53:12
Yan Antoni;Bagus gambar dan suara;5;2021-11-27 12:51:42
DESTRI PRASTIA;??;5;2021-11-27 12:44:39
F2Y YT;Apk kerinj dek,;1;2021-11-27 12:30:36
Ahmad Madun;Good;5;2021-11-27 12:22:11
Andrie Minull;Bagus bnget;3;2021-11-27 12:15:41
budiman abrar;Bagus;5;2021-11-27 12:09:24
supriyadi 30;Terima kasih sudah dianter;5;2021-11-27 12:02:14
Afiat Wirasat;Hope good help ok;5;2021-11-27 11:49:29
Denny Janward;Cool and smart;5;2021-11-27 11:45:32
Jarmi Ahjar;Jelas dan terang;5;2021-11-27 11:39:59
Ardho Nasrulloh;Cok;1;2021-11-27 11:34:36
Muhammad Akmal;Game burik;1;2021-11-27 11:32:22
Ali Alimuddin;Sangat memuaskan;5;2021-11-27 11:30:40
Nurhidayati Yati;??;3;2021-11-27 11:13:22
Rosan Anin;sebagai media belajar olline;4;2021-11-27 11:08:37
raynaldi wira widarma;Keren tapi lebih keren vtube;5;2021-11-27 11:02:21
Vera Poedjiastoety;Baik;4;2021-11-27 10:59:06
Iman Aming;Good job;5;2021-11-27 10:54:14
Nesta Dewi;Sangat bagus;5;2021-11-27 09:59:48
Adiyat Coto;Bagusss twpi klo bisaa biar gabosen kwsi permainan pelajaran gitu;5;2021-11-27 09:35:50
Jeny Hartono;Ok;5;2021-11-27 09:11:52
Nurul Hidayah;kalau bisa virtual background bisa untuk semua jenis hp dan pc;5;2021-11-27 09:10:18
Agung Ridwan Bojonegoro;Juos;5;2021-11-27 08:55:06
Sri Handayani;Aplikasi yang cukup susah untuk login kenapa ya, tolong jangan dibikin susah... Ribet banget...;1;2021-11-27 08:54:32
yulstudy._;Mantul;5;2021-11-27 08:36:41
Eka Jaya Putra Iwg;Ok;5;2021-11-27 07:58:06
Aep Saepulloh;Mantap;3;2021-11-27 07:43:30
il Diavollo;Kenapa sya tidak bisa download aplikasi ini...!!!?????;1;2021-11-27 07:28:14
Dimas Pratama Anung;Sekolah Online;5;2021-11-27 07:18:36
Andi Irawan;Sangat membantu;5;2021-11-27 07:03:08
Regita Nur Cahyani;Bagus, serba lancar... Cuma untuk kuota internet memang menguras sangat banyak yaaa hehe;4;2021-11-27 06:14:35
dandi muh;Baik;4;2021-11-27 06:08:42
ni putu ayu j sastamidhyani;Sangat membantu;5;2021-11-27 05:48:55
Lucy Dwijanti;Bagus hasilnya;5;2021-11-27 05:48:51
Rudi Kusuma;Good;4;2021-11-27 05:44:15
Febrero Andro;Mantaapp, sgt berguna;5;2021-11-27 05:43:31
Jonathan Christopher;Mantap apk nya ????;5;2021-11-27 05:19:53
Marsan Julianto;Bisa zoom sama teman-teman;2;2021-11-27 05:12:08
Gallery Atnic;Selama pandemi dan sampe sekarang masih aktif jadi pengguna zoom. Sayang nya gak ada fitur VB nya di HP aku. Semoga next bisa yaaaa... Makasih;4;2021-11-27 05:05:19
mama oppie novi;Mudah digunakan;5;2021-11-27 05:03:48
pb2021 kemdikbud;ok;5;2021-11-27 04:58:14
Dara Okta;Gk bisa update ??;4;2021-11-27 04:57:20
DEDI HARMI;Aplikasi mantaaap;5;2021-11-27 04:53:08
Mulhayati Agus;Mantap..??;5;2021-11-27 04:47:27
Sofi Sofiana;Bagus bgt. Sangat bermanfaat ??;5;2021-11-27 04:34:34
Agustina Linda;Saya coba download tp tidak bisa terpasang kenapa yaa?;2;2021-11-27 04:32:05
Alfonsus Anang;Helpfull;5;2021-11-27 04:19:58
Sam Sany;Mantap;5;2021-11-27 04:14:42
Dame Yanti;Kok gak jadi;1;2021-11-27 04:06:52
supriyanto jts;Keren;5;2021-11-27 03:49:15
Mungki Adji;lebih bagus aplikasinya dari yg lama.;5;2021-11-27 03:44:49
Dek Gilang;Good;5;2021-11-27 03:21:57
Dava putra;Mantap;5;2021-11-27 03:14:10
kenzie sus;Aplikasi sampah jelek gausah di ciptain;1;2021-11-27 03:06:04
Gibran Artanabil;??????;5;2021-11-27 03:00:39
Putri Mashitoh;????;5;2021-11-27 02:50:47
Melda Amalia;Ok. Mantap;5;2021-11-27 02:18:18
Aldo eko prasetyo;Berkat ini kuota saya habis..!;1;2021-11-27 02:10:21
Rasmiansih 12;Bgua;5;2021-11-27 02:03:04
Luthfi Alia;makin buruk lah;2;2021-11-27 01:54:55
Aep Sopian;nice;5;2021-11-27 01:53:05
Bowo Kisut;Good job;3;2021-11-27 01:49:04
Waho No;Aplikasi nya kurang mendukung untuk dibuka di laptop terlebih untuk yang websait;2;2021-11-27 01:42:43
Muhammad Sahli;Bagus;5;2021-11-27 01:31:40
robert_ sraten;Mantabs;5;2021-11-27 01:25:44
Arifin Mustafa;Oppo f11 pro punyaku nggak ada background;1;2021-11-27 01:23:50
Andi abdul taha93;Bagus;5;2021-11-27 01:22:03
Hayati Solin;Aplikasi bagus;5;2021-11-27 01:09:41
sadiah erlina;good;5;2021-11-27 00:59:43
Nisah Isa;Mau belar bisnis;1;2021-11-27 00:55:52
Didit Kurniawan;Aplikasi ini sangatlah membantu saya;5;2021-11-27 00:55:38
Meison Agabal;Zoom Cloud Meetings memudah kan mantap..;4;2021-11-27 00:53:21
27_Naufal Lazuardi;Good;5;2021-11-27 00:40:58
I Gusti Gede Widia;Bagus;4;2021-11-27 00:37:27
Andi Halimahlly.;Mantap;5;2021-11-27 00:18:35
Salmawati Ambo;Mudah dalam mengakses;5;2021-11-26 23:53:23
ebi rohaye;sngat menbantuuuu;5;2021-11-26 23:42:16
Yuningsih SA;Nggak bisa ganti virtual background;1;2021-11-26 23:27:53
asli sinaga;Sangat Bagus Untuk Tugas Penting Lintas Menyeluruh;4;2021-11-26 23:23:14
Tur Wahyudin;Bagus sekali!;5;2021-11-26 23:22:19
Fito Jidan R;Kapan fitur ganti background ada di semua seri handphone? Saya realme 5 pro Android 11 masih belum bisa, mohon pencerahannya ??;2;2021-11-26 23:14:13
?s???????????s??;Great!!!;1;2021-11-26 23:03:02
Yocke F Assa Tibuludji;Bagus;4;2021-11-26 22:46:51
Rudi Abdul Malik;Bagus;5;2021-11-26 22:38:33
Evi Serhalawan;Ko nggak bisa diupdate;1;2021-11-26 21:24:40
Puspa PopIce TeRMINAL PopIce;Hambur kuota;3;2021-11-26 18:19:46
Fadilla Rahmawati;Mantap;5;2021-11-26 17:28:06
Rhena Rochman;Sebenarnya sngt membantu apalagi di masa pandemi spt skrng ini semua serba online. Tapi msh kurang utk virtual background nya di zoom lewat hp blm bs utk virtual blm bs di setting;4;2021-11-26 17:12:22
Adi Laksana;Menu virtual background hanya ada di leptop dan tertentu saja tidak semua smartphone payah;1;2021-11-26 15:45:38
sino suyitno;Top;5;2021-11-26 15:21:28
Aan Ajijah;Terimakasih aplikasi zoom.. Sangat membantu saya dalam mencari ilmu2 baru... Dimasa pandemi ini perkuliahan dilakukan secara daring.. dengan zoom pembelajaran tetap bisa terlaksana dengan baik.. I like u.. thank u;5;2021-11-26 15:05:17
Nursuhud Suwali;Tidak tertendang ke luar, suara lebih jernih;5;2021-11-26 15:04:52
ujang panji;Makasih;5;2021-11-26 14:59:25
Nur indah Puspitasari;Sangat bagus;5;2021-11-26 14:50:14
paguyuban gandamayid;Tiada hari hari tanpa beraktifitas menggunakan zoom, dah menjadi kebutuhan;5;2021-11-26 14:44:44
Ahmad Hidayat;Ok...man;5;2021-11-26 14:29:52
Ismi Nur F;Ih apaan zoom sekarang , banyak erornya, gk banget , nggilanos pokoknya , semakin jengkel sama zoom ini, mempersulit hidupku aja ?? , tapi kadang membantu sih, tapi sekarang kualitasnya mohon diperbaiki bun;2;2021-11-26 14:19:52
katarina yosita tanarant;Luar biasa..;5;2021-11-26 14:13:02
Dayanti Smile;Mempermudah pekerjaan;5;2021-11-26 14:11:20
Sheila Cans;Tolong dong developer di kembangkan lagi kok di zoom aku gak ada menu backround nya tolong jangan cuma di hp terbaru aja yang ada menunya;5;2021-11-26 13:36:57
Muhammad Yunus Mhyunus;Sangat membantu;5;2021-11-26 13:34:25
M.RAFA PRAWIRA;Saya sangat suka aplikasi ini,kata ibu saya sangat bagus dan bermanfaat;2;2021-11-26 13:32:02
Martina Vilna Tevin;Zoom lebih maksimal;5;2021-11-26 13:22:43
Irfan Maulana;Sedih banget sumpah;2;2021-11-26 13:15:39
William Andry;Ok;5;2021-11-26 13:12:40
Acep Saepudin;Mantap;5;2021-11-26 12:57:00
Raja Yesyurun;Terimakasih aplikasi nya sangat membantu;5;2021-11-26 12:53:39
Optus Cell;Bagus;5;2021-11-26 12:45:24
depwul skeper;Baik;5;2021-11-26 12:35:43
Haydar Ali;Bagus;5;2021-11-26 12:17:37
Zain Arifin;NURUL MASITA HAMZAH;5;2021-11-26 11:53:06
Syahrul Arifin;Ok;5;2021-11-26 11:48:18
mahdalena lubis Lena;good function;5;2021-11-26 11:44:46
ria novianti;Tolong dong ram nya di kecil kan soalnya anak saya mau buat sekolahnya tidak bisa karena ram nya besar,sekali lagi tolong dong ramnya di kecilkan ????;2;2021-11-26 11:38:47
Darwin Saja;Sangat membantu;5;2021-11-26 11:24:03
SUPARDO DO;Menjadi manusia yang bertakwa kpd Allah SWT adalah yang terbaik. In sha Allah. Alhamdulillah;5;2021-11-26 10:32:52
Heri bro;Oke;5;2021-11-26 10:27:57
Rustam Sidjaja;Mantaff;5;2021-11-26 10:27:51
Beth Emmagrace;Baik;5;2021-11-26 10:14:10
R.A. Aruna;It's good;1;2021-11-26 09:56:01
Ikzan Dwi Prayoga;Okeh;5;2021-11-26 09:54:18
antara djoemari;Stabil lancar selama rapat;5;2021-11-26 09:36:00
Zia Aslan;Good;5;2021-11-26 09:11:54
Agust Nurwahyudi;sangat membantu;5;2021-11-26 09:10:10
Dawson Mulia;Wih gila keren bagus;5;2021-11-26 08:44:09
Adib Hidayat;??????;5;2021-11-26 08:39:04
Nur Ramadhani;Mantab;4;2021-11-26 08:25:25
Uti Rini;Sangat baik;5;2021-11-26 08:20:27
Ronal Azel;Maaf, saya baru kasih bintang 3. Zoom bagus,gambarnya dan gak ribet. Cmn masalahnya gak bisah konek ke speker bluetoth.... Waktu zoom tahun 2020, bisah konek...yg skrng dh gk bisah...pdahal sdh berapa kali saya update...tolong ya admin, di benahi;3;2021-11-26 07:57:42
Rahman;Mohon dapat dibantu untuk menyediakan menu yang dapat download peserta rapat. Dalam bentuk rekapitulasi data.;4;2021-11-26 07:52:20
Gede Artana;Jelek;1;2021-11-26 07:43:13
Ahmad Syahadat;Pilih kasih masalah background...;1;2021-11-26 07:34:56
bos ibrohim;Mantefff;4;2021-11-26 07:07:55
Hofir 79;Bagus;5;2021-11-26 07:03:25
Dodi Starman;Ok;4;2021-11-26 06:56:04
yanuri farizzal;??????;5;2021-11-26 06:34:44
Saepul Ahyar;Blm coba;5;2021-11-26 06:32:52
Marsten Karely;Tolong atasi bug masalah pelajaran yang sangat mengganggu;2;2021-11-26 06:03:24
ro chani;Baru di install Jadi nya mau coba dulu Sementara Bintang 1 dulu ya;1;2021-11-26 05:45:02
