content;value
Maaf bingtang 1 aja. Kenapa kita gak bisa milih pengiriman. Padahal ini pengaruh banget. Mohon untuk opsi pengiriman kita sebagai customer milih sendiri pakai jasa apa. Mohon opsi pengiriman dikembalikan seperti dulu;Negatif
Kecewa banget pengen nangis rasanya dgn pengiriman shopee .. jasa ga bisa milih sendiri gimna ini.Ga suka pake banget soalnya yg di pilih jasa kirim yg aku ga suka sma sekali... Biasanya pake jnt, sicepat sma id Expres 3 hari smpe .Sdh suka sma yg 3 itu malah di ubah sistemnya shopee yg milihkan secara otomatis asli kecewa berat .. iya klo di plihkn jasa yg cpat ini jasa nya pda lelet sekali ... Ini pertama saya komplen seumur umur saking jengkelnya. Anak Kalimantan nangis ni klo gini trus.????;Negatif
Sangat keberatan soal kebiajakan baru Shopee yg otomatis ngatur jasa kirim. harusnya itu tidak perlu dan berlakukanlah sistem lama. user lebih tau jasa kirim mana yg biasa ia pakai untuk lebih cepat & murah. lambat atau engganya dgn jasa kirim yg dipilih itu resiko sendiri. mendingan belajar ma lazada deh, mereka lebih milih ntr kalo paketan dah ditangan kurir,papan pesanan otomatis berubah jadi data kurir yg nganter, jadi ada bahan tanggungjawabnya bila terjadi apa2. moga dibaca saran saya;Negatif
Permainan diskon pengiriman dan pemilihan ekspedisi nya keren banget. Saya pake voucher potongan ongkir 20 ribu dengan total 25 ribu, jadi saya hanya bayar ongkir 5 ribu. Setelah saya verifikasi mengenai ekspresi kirim ternyata harga ongkir nya cuman 5 ribu bukan 25 ribu. So dari sini nyesel banget. Paket gw telat datang nya karena pake service yang murah. Okay gbye gw gak akan pake e-commerce ini lagi......;Negatif
Sudah 5 tahun belanja pakai shopee....aku ubah bintang 5 jadi 1 ya... baru kali kecewa karena g bisa milih kurir.... dikotaku kalau dapat si cepat barang suka di titipkan ke sembarang orang sama kurirnya.... uang raib barang g dapat , kurirpun g mau tanggung jawab.... mana sampenya lama....;Negatif
gak semangat lgi belanja di shopee karena gak bisa milih jasa kurir langganan, bukan nya apa², udah jera milih kurir yang gak mau nganter kerumah, malah disuruhnya ngambil ke tempatnya, satu minggu gak diambil tetep gak dianter, itu namanya penampungan barang bukan pengiriman barang. saran bagi dev shopee, kasih opsi rating utk kurir nya juga, biar bisa di evaluasi, kalau gk ditindak lanjuti bakal ngaruh sama rating dan kepercayaan pelanggan kalian, saya salah satunya. thanks.;Negatif
Kecewa banget sama kebijakan shopee yang sekarang ... Mana nggak bisa buat chekout barang . Shopeepay nggak bisa digunain kenapa ya mohon penjelasannya ... Tiap kali pesan udah masukin voucher promo plah nggak bisa bayar pesanan alhasil dibatalin otomatis sama shopee pdahal pembayaran nya yg nggak bisa ... Mohon penjelasannya kenapa bisa seperti itu ... Kalau nggak bisa buat chekout trus buat apa saldo shopeepay ku ??;Negatif
Makin kesini aplikasi nya lemot, padahal di hp baru yg masih kosong penyimpanan nya. Buka aplikasi lazada, tokped tdk lemot. Kebijakan baru nya yg nyeleneh gak bisa milih ekspedisi sendiri, akhirnya tuh paket muter² dulu, pengiriman gak secepat lazada. Pelayanan cs shopee nya juga tidak ramah. Dah lah pokonya shopee belagu, najis.;Negatif
Jujur aku pecinta shoppe bgt (dulu). tapi pas skrng kita udh gabisa milih jasa pengiriman dan memakai pengiriman shopee expres itu sumpah lama banget proses pengirimannnya. Yg biasa nya aku pake JNE/J&T itu pengiriman dari daerah jawa bisa sampai tempat tujuan itu cuma 2atau 3 hari ini skrng hanya bisa pakai shopee expres dan ini udh 1minggu blm sampai sampai paketku. Gimana ini eyyyy pihak shopee.;Negatif
Pengiriman otomatis ga ada pilihan sesuai keinginan & itu sangat nyesek di dada,, lalu buat apa guna nya vocer,, banyak vocer gratis ongkir tp tida berguna sama sekali... Semakin maju shopee semakin banyak tingkah,, nunggu bangkrut baru mikir.;Negatif
Bener bener ngga suka banget sama pembaharuan sistem opsi pengirimannya!!!! Jadi males lagi belanja disini, yang biasanya beli ditoko langganan pake voucher trus dapet gratis ongkir sekarang udah ngga bisa!;Negatif
Ga mau pake Shopee lg... Spaylater ga flexible, mau di lunasin semua harus nunggu tagihan. Jasa pengiriman skr juga ga bisa milih. Males bgt skr buka Shopee... Pindah lapak lain aja. Lama2 kalau kebijakannya ky gini banyak yg kabur;Negatif
Semenjak tidak ada pemilihan jasa kirim pesanan saya 3 kali bermasalah dari mulai keterlambatan hampir seminggu trus status paket sudah diterima tpi saya belum menerima, hal hasil harus konfirmasi shopee ke jasa kirim bikin ribet, tolong admin di perbaiki lagi sistem nya, terutama utk kurir shopee expres;Negatif
Saya sebagai seller AMAT SANGAT KECEWA!! Pelanggan udah terima barang dari setengah bulan yang lalu, udah konfirmasi, udah ngasih ulasan tapi dana masih ditahan. Duit lo udah triliunan masih aja mau matiin orang kecil!!! Itu duit lo tahan gua mau jualan pake apa? Emang anak gua gak butuh susu!? Keluarga gua suruh makan batu!? Udah kondisi lagi susah malah nambah-nambahin susah hidup orang!!!!!;Negatif
Kenapa sistem pengiriman sekarang jadi ribet,, saya penguna shopee dari 2018, dan saya kecewa karena perubahan sistem pengiriman jadi lelet, apalagi pengiriman shopee express lelet, gak seperti jasa pengirim lainya,;Negatif
Dengan adanya kebijakan opsi pengiriman yg baru mau belanja jadi ribet. Ga bisa milih ekspedisi yg cepet. Udah dr dulu pake Shopee + member platinum tp kalo kayak gini jadi mikir-mikir mau belanja-belanja lgi. Ayo dong kayak dulu lagi. Jgn smpe pada pindah ke yg ijo/biru,??;Negatif
Tolong d perbaiki opsi pengiriman nya shopee,jgn cuma bintang 5 yg d respon bukan 1 atau 2 orang yg komen tentang pengiriman,sok2 an pake pengiriman bukan cepet malah makin lambat sdh hampir seminggu baru sampe ,lama2 orang pindah ke sebelah tolong d respon bnyak yg permasalahkan pengiriman;Negatif
Dulu memang is the base good loking, tapi sekarang no good. Mahalll, lamaaa, gk bisa pilih jasa lagi. I love si cepat cepat dan tepat , jne, jnt lewat. Kembalikan shopee seperti sedia kala, kalau tidak;Negatif
Belanja di shopee bagus banget. Jasa kirim nya ceepet juga. Tapi kadang kadang ada yang engga juga. Yaa sesuai sama jarak sih. Tapi shope adalah tempat belanja online yang super murah, gak ribet,nyaman juga hee????;Positif
Maaf, saya ubah jadi 1. Karna opsi memilih kurir pengiriman dihilangkan. Jadi kita gabisa milih kurir sesuai keinginan kita. Saya biasa pesen apa-apa lewat shopee, pasti menggunakan jasa kirim jnt. Skarang cuma ada opsi reguler, hemat, someday. Saya pilih reguler malah dapat kurir lain bukan jnt. Biasanya dari SBY ke PDN cuma 1-2hr. Ini pakai kurir lain malah 3 hari belum datang. Sangat kecewa.. Yg tau pihak kurir trbaik itu cuma pembeli. Karna tiap daerah beda-beda pelayanannya. Oke pindah sebelah aja;Negatif
Aplikasi nya bagus,tp knpa ya semakin lama di pake semakin lemot?pedahal dulu mikirnya hp nya yg jelek pas ganti hp baru ttp aja apk shopee nya lemot, pas di coba ke aplikasi lain ga lemot,pedahal wiifi di rumah oke oke aja:);Positif
Maaf saya turunin bintang nya, ga ngerti lagi sama shopee yg sekarang, saya punya voucher gratis ongkir tapi ga bisa di pake, padahal di toko yg saya mau chek out ada logo gratis ongkir, tolong di perbaiki lagi.;Negatif
Saya gak ngerti kenapa setiap saya melakukan penilaian setelah berbelanja padahal sudah dengan foto, video dan juga komentar min 50karakter tapi tidak juga dapat 100koin sesuai yang dikatakan. Apa yang salah dg shopee saya?;Positif
Gak bisa pilih jasa kirim, kalau bisa pilih jasa kirimnya yg mahal, aneh juga masa ongkir dari solo ke Jogja 0rupiah tapi ongkir dari solo ke solo 12ribu? Promo gratis ongkir gak berlaku buat pengiriman ke solo tapi ke jogja bisa lama lama shopee tambah aneh dan nyebelin dahlah pindah ke toko ijo aja;Negatif
Kenapa shopee sekarang makin aneh,? Lebih baik seperti semula, daripada jasa ekspedisinya di hilangin, jadi kita sebagai konsumen bingung, mau milih yg mana?. Sedangkan seperti sebelumnya, konsumen bisa memilih jasa ekspedisi yang di inginkan, kalo gini caranya, kan yang rugi konsumen, karena sebagai pembeli tidak mengetahui jasa ekspedisi apa yang di gunakan?!!;Negatif
Menu transfer jadi lebih sulit setelah di update . Harusnya riwayat transver tersedia . Jd saat transfer ga perlu ketik nama lengkap lagi . Balikan menu transver seperti dulu . Skrng ribet . Bikin salah transver;Negatif
Sekarang gini aja deh, kalian kasih opsi REGULER..tapi kalo estimasi sampai 2 MINGGU, masuk diakal atau tidak ?! Memangnya saya pesan lewat kargo ?!! Dan kenapa juga harus kalian kasih TINJA XPRESS ke jasa pengiriman saya ?!!! Iya kalo 2 minggu, TINJA XPRESS disini KURIRNYA GA ADA YG NIAT MAU ANTAR BARANG, KECUALI DIMAKI DULU !!! Barang datang, UNINSTAL APLIKASI INI !!! KEBIJAKAN TIDAK MASUK DIAKAL !!!! ??. Sayang ga bisa dikasih 0? !!!!;Negatif
Jadi males menggunakan Shopee sdh punya akun lama dan smpe member gold ga ada spaylater nya.. Padahal saya sdh lama bgt menggunakan Shopee dan punya toko jg. Mending ke sebelah aja lah.. Siapa tau lbh bnyk service nya untuk konsumen..;Negatif
Buset dah paket q gak bergerak sampek skrg, pengiriman dri SBY biasanya pakek expidisi j&t / id expres semalam langsung sampek, lah ini di sarankan pakek shopee expres standar malah Uda 2hari gak sampek-sampek dan paket msih di Sidoarjo, pdhl kmrn hbis dri Sidoarjo tempat sortir trus suda d kirim ke SBY kota tujuan lah kok d balikin lgi ke tempat sortir di Sidoarjo . Sampai sekarang GK gerak-gerak . Sudah cukup terakhir ini belanja d shoppe . Mengecewakan !!;Negatif
Pengiriman skrg lama bgt.... Saya tgl diluar pulau jawa... Grastis ongkir jugak gak kayak kemaren banyak ( mk nya sempet kasih bintang 5 krn bnyak gratis ongkirnya ). Skrg satu hari cm dpt sekali pakai... Gak kayak kemaren 1 hari banyak gratis ongkir bisa bolak balek maan krn saya juga olshop. Maaf ya bintang nya dikurangi..;Positif
Saya ini update aplikasi shopee daritadi pagi sampe malam gak kelar2. Lemot amat dah. Mau belanja pake aplikasi jadi susah. Huftttt. Tolong dong jangan malah dipersulit kaya gini. Konsumen jadi seballllll.;Positif
Shope kenapa sekarang tidak bisa memilih kurir sendiri, otomatis pengiriman jadi lambaaaaaat !! Karena saya biasa pakai jasa jnt, sekarang jadi sistem yg milih sendiri, kalau ketemu kurir anterin aja auto lama pengiriman, tolong kembalikan lagi kaya yang lama, terimakasih !!!!;Negatif
Sya selaku konsumen merasa sangat Kecewa, pngiriman srbya-mgetan udah 4 hari nggak nyampai, pdahal sesama jawa timur, susah krena gk bsa pilih jasa kirim sndiri, menggandeng jasa kirim yg sangat tidak profesional sehingga merugikan konsumen shopee sndri.;Negatif
Jasa pengiriman skrang yang bikin susah.. tidak bisa pilih sedangkan toko yang saya belanja di luar kota semua. Bisa2 karena sistem ini jadi menurun peminatnya shopee ini. Masih banyak applikasi lain yg bisa gratis ongkirnya;Negatif
Dulu Pelit voucher ?? eh sekarang malah ga bisa pilih jasa kirim, kita yang jadi seller itu rugi, gara-gara jasa kirim yang di pilihkan shopee lemot, akhirnya pembeli menyalahkan seller, dam ga mau langganan lagi, males banget kan;Negatif
Mohon maaf sebelumnya, jujur sebagai member platinum saya kecewa. Setelah ada kebijakan baru tentang sistem pengiriman jadi lama sekali. Biasanya pesan, pilih pengiriman, bayar, kalau toko masih jatim kemas cepat, kirim sampai. Sekarang harus berhari-hari baru dikirim, pengiriman dari Surabaya-Bondowoso aja hampir seminggu belum sampai. Padahal sebenarnya jasa kirim kurir lebih dibantu shopee karena memang penggunanya banyak sekali dan sejauh ini terjamin aman. Kecewa sekali dari bintang 5 ke 2.;Negatif
Maaf banget nih, skr d shopee jasa pengirimannya ditentukan tidak seperti dlu banyak opsi. Dan lagi akhir-akhir ini apps shopee saya selalu tiba-tiba close dengan sendirinya. Maaf untuk rating saya ubah dulu yak! Trims;Negatif
Sistemnya ikut marketplace sebelah, ngga bisa milih kurir, cuma ada pilihan reguler instan dan kargo , kirain bakalan jadi murah kaya marketplace sebelah, ternyata malah ngikutnya kurir yang paling mahal, jadi tambah mahal ongkirnya , kalo begini malahan pada pergi pelangganya;Negatif
Dulu lu masih kecil, di bantu sama j&t, sekarang lu udah gede semakin serakah, buka expedisi sendiri, customer di pilihin secara otomatis ke exspedisi shopee. Lu dagang dah sendiri sekalian lu beli sendiri, gedeg banget gua.;Negatif
Merasa kecewa dengan jasa pengiriman yang instan. Jdi tidak bisa milih2 lagi dech jasa pengiriman yg sesuai keinginan dan keadaan. Mohon untuk dirubah ke awal saja. Klo gak dirubah ya kita pindah lain hati saja... ????;Negatif
Beli kuota nggak sampai² udah di tunggu 1× 24 jam Akhirnya mengajukan pengembalian dana tapi udah 1× 24 jam tetep blom kembali juga. Di tunggu sampai 2×24 jam kalau masih belum sampai fix penipuan.;Negatif
Gw pernah pakai shoppe express. Servicenya bnr2 buruk. Makanya skrg shoppe tdk memunculkan opsi expedisi biar customer gbs milih expedisi favorit nya... Komen ini sebagai ungkapan kekecewaan saya terhadap shoppe dan expedisi. Semoga cpt sadar. Aamiin;Negatif
yang dulunya pengiriman favorit J&T max 3 hari sampai, sekarang malah jadi ribet & lama grgr gak bisa pilih jasa pengiriman lagi. apalagi shopeeexpres sendiri alamat sudah jelas, maps sesuai titik pesanan juga gbisa sampai tepat dirumah malah kurir ngajak cod padahal sebelumnya J&T gpernah sampai gak nyampai rumah. tolonglah kembalikan opsi pilihan pengiriman yg dlu. jangan buang2 ratemu grgr system mu yg sekarang malah ngawur!! KEMBALIKAN SHOPEE YANG DULU;Negatif
Kenapa udah 2 hari ini gk bs buka aplikasi isi plsa di shopee ya? Di upgrade koq jd begini ya. Smpai udah hapus dan instal ulang lg. Dan hasil nya tetap aja gk ada perubahan. ??????;Positif
Semenjak ada kebijakan baru ini barang ku jadi lama bnget dtgx...biasax pakai sicepat 4 hri sdh dtg brg. Skrang si cepat 9 hari baru dtg. Masa brg dari bandung mau dikirim ke bnjarmasin di kirim ke jkarta n surabaya dlu . Baru diteruskan ke BJM. Ini nyusahin bangettttttt... ID expres ngga bisa di akses lagi. Pdhal untuk ke kecamatan ku ini ID yg paling bagus kurirx. n pengiriman pling cepat...pusing kepala lihat vocher bxk tpi ngga bisa dipake....;Negatif
Bintang satu dulu ya min, kecewa banget soalnya sekarang ga bisa milih jasa pengiriman sendiri, mana mahal lagi, ga semua org ekonominya bagus min,pliss kembalikan jasa pngirimannya kayak dulu lagi!!!;Negatif
Saya pelanggan setia shopee dri dulu, tapi kenapa ya sampai sekarang fitur SHpayLetter saya belum juga ada, tolong dong pihak shopee harus lebih memperhatikan konsumen lagi.;Positif
Akhir akhir ini shopee kenapa ya. Tiba tiba ngeblank.balik trus ke beranda. Mau check ini, atau ngegame jg nggk bisa. Kirain minta di update. Setelah di update sama aja. Padahal sinyal hp bagus. Hp juga sudah dimatikan. Dinyalain lgi.shopeenya msh gitu.;Negatif
Kenapa sekarang gabisa pilih jasa kirim, anda tau jasa kirim reguler shopee express itu sangat tidak express sekaliiiiiii. Biasanya ada pilihan jasa expedisi tp sekarang tidak di sediakan sama sekali.. barang belum dikirim, di gudang lama ga nyampe2!!!!!!;Negatif
Skrg belanja di shope gk bs pilih jasa ekspedisi ya, padahal menurut saya ini salah satu hal yg penting bt customer. Dulu bs milih jasa kurir dan langsung ada nominal ongkirnya. Kalo di kota besar gk masalah si, tp klo yg dipedalaman kayaknya bakal lbh mempersulit customer. Semoga bs jadi pertimbangan shope untuk mengembalikan lg fitur pemilihan jasa kurirnya, biar customernya gk kabur ke platform belanja online yg lain.;Positif
Kenapa saya kasih bintang 1 pasti semua juga tau alasannya apa??? Karena setelah pembaharuan sistem jasa kirim semua jadi kacau! !! Apakah ada monopoli di balik semua ini???? Setelah saya tahu alasan yang jelas, cerdas dan masuk di akal buat saya. Saya balikin lagi ke bintang 5;Negatif
Shopee semakin ribet dan gak transparan, masak kita sekarang gak boleh milih opsi/ kurir pengiriman sesuai keinginan kita, malah di pilihin pihak shopee, kan kita udah punya langganan opsi pengiriman masing², jangan gitu la.. Kembalikan seperti semula aja??;Negatif
Yang tau expedisi terbaik adalah pembeli, Setiap daerah mempunyai kecenderungan berbeda. Ada apakah sebenarnya dengan shoppe? Semoga lekas sembuh. Di tunggu kabar baiknya,atau akan semakin banyak yang kecewa.;Negatif
Tidak ada yg bilang sat ini shope bagus,kalo dulu saya akuin bagus,sekarang makin ga guna,pdahal spaylaterku da banyak,tapi mau belanja lagi jdi malas karna sistem yg skrang ini,pingin kuhapus aja rasanya,kalo saya tunggu beberapa hari ini tidak berubah saya hapus,pindak spk lain.!!!!!!!!!;Negatif
Nih ya, gw cuma mau kritik tentang jasa kirim yang ga bisa dipilih lagi, ya shopee sih bilangnya bisa dipilih, tapi lu pikir aja sendiri, apakah semua orang punya banyak waktu buat ngecek-ngecek terus itu pesanan sudah muncul pengirimannya apa belum, lalu waktu penggantian jasa kirimnya cuma 1 jam pula. Lo kira kami nganggur, kami punya aktivitas, sibuk, ga bisa ngecek terus euy, seenaknya doang bikin kebijakan baru. Lo mau ubah kebijakan apa gw pindah aplikasi sebelah? Pilih aja sok;Negatif
dari dulu selalu menyenangkan belanja di shopee , tapi belakangan ini dangat kecewa karna tidak bisa memilih kurir ekspedisi untuk mengirim barang belanjaan kita . shopee milihin kurir yg terbaik menurut shopee bukan menurut kita . kita yg belanja kok shopee yg ngatur ? bikin gak nyaman ! shopee mana ngerti bagi org2 yg rumah nya agak di pedalaman itu terbiasa pakai JnT di banding JNE , karna biasa nya kurir JNE di daerah saya suka males nyari kalo di daerah perkampungan .;Negatif
Ini gimana saya kan pesen barang di shope,biasa nya saya pakai jasa pengiriman jne atau gak J&T ,tapi ini gak bisa pilih lagi jasa pengiriman nya udah di tetap kan shopee,, !!! malah ekspedisi pengirimannya si cepat halu, jadi gimana di sini di tempat saya gak ada itu jasa pengiriman itu, cuma ada JNE sma J&T ??? Benci bgt ni sama shopeeee;Negatif
4 > 1 , mangkin banyak aja masalah di sopee ini ,dari barang yg gak di kirim², sampai barang² di keranjang aku jadi barang berbahaya semua , apa² an gayak gitu bikin hilang mod belanja aja ??????;Negatif
Balikin Shope yang DULU!!!!!!!!!! Berikan kita hak untuk memilih ekspedisi untuk barang kita, jangan malah ga dikasi keterangan tiba tiba dipilihin ekspedisi seenaknya. Kalo seumpama cuan nya kurang kalo SETIAP HARI ADA GRATIS ONGKIR, yaudah ga usah dulu!!!! Ga suka banget sama Shopee yang sekarang.;Negatif
Ketika melakukan pencarian mengetik product yang kita ingin kan pasti kelaur dari amplikasi dan mengulang lagi dan lagi.. Sangat mengecewa kan.. Semakin buruk kualitas nya..suka klwar sendiri ketika kita sedang memilih product..;Negatif
Saya sebagai pengguna shopee merasa kecewa, karena sistem pemilihan ekspedisi / jasa kirim sekarang ditentukan shopee. Saya harap untuk sistem pemilihan ekspedisi / jasa kirim dikembalikan seperti dulu agar para pengguna shopee bisa memilih ekspedisi yang diinginkan sendiri. Bukan masalah dapat voucher gratis ongkirnya min atau apalah. Toh, juga sebagian orang dari pengguna shopee merasa kecewa akibat sistem tersebut, seharusnya lekas diperbaiki demi kenyamanan para pengguna shopee.;Negatif
Mau ksh masukan buat shopee, tolong donk kasih pilihan lagi buat pengiriman nya soalnya klo dr shopee skr pesanan bs smpe 4-5 hari super lambat. Biasanya pk j*t paket smpe rmh, skr klo pk yg laen ga smpe rmh malah kita yg jemput ke kurir nya.;Negatif
Mulai kemaren tgl 22-03-2021 kok aplikasi shopee game nya ga bisa dibuka ya...termasuk chat dengan admin shopee nya jg eror.. setiap mau buka game selalu langsung kembali ke beranda...what should I do???;Negatif
Di update malah jadi lemot banget, kagak bisa milih jasa kirim yg di inginkan, pemilihan jasa kirim oleh shopee bukan.n cepat sampai, malah makin lama sampai.n, Saran aja lebih baik jasa kirim.n dipilih sama pembeli jangan sama shopee dong lier;Negatif
shoppe sekarang gak enak gak kayak dulu, ekspedisi nya dapat random ,.kasian yg biasanya kurir langgananku, ganti sama ekspedisi shopee sendiri, kembalikan tampilan shopee yg dulu apa langganan shopee akan pindah market place lain;Negatif
Bikin ribet, mending versi sebelumnya semuanya dipilih sesuai kemauan baru check out. Max 1 jam tapi tadi ga nyampe 5 menit udah gabisa dirubah opsi pengiriman nya. Ini update nya ke arah KEMUNDURAN bukan kemajuan.;Negatif
Knpa saya gak bisa pilih jasa kirim, knpa harus di tentuin Shopee ya hah, ini kan aplikasi belanja online jadi seterah saya dong mau belanja apa knpa anda yg atur, bos loh gmna si Shopee pemikiran ya orang siapa yg belanja dia yg atur, di pake akal ya....;Negatif
Saya kasih bintang 1 saya kesal .. Karna shopee Uda berubah drastis untuk masalah jasa kirim yaa. Kita tidak bisa milih jasa kirim apa yang kita mau. Kecewa banget pokok yaa. Kemaren beli hp pakai jasa kirim shopee ekspres. orangnya gak ada malah naro paket didepan pintu rumah . Iiat diaplikasi Uda diterima atas nama saya. Padahal saya aja gak terima sama sekali . Kalau barang murah sih gak apa-apa ini paket hp loh. Untuk kurir tolong ditindak lanjutin yaa.;Negatif
Tolong dikembalikan ke sistem awal (yg bisa milih jasa kirim ),biasa langanan pakai id expres/jnt eh skrng malah kagak bisa milih sendiri .malah shope yg berhak memilih .pengiriman super cepat menggunakan id express dan jnt;Negatif
Benar² mengecewakan dengan pilihan jasa pengiriman nya, biaya jadi mahal melebihi harga barang yang di beli, voucher juga gak bisa di pakai, kecewa banget. Tolong kembalikan jasa pengiriman nya seperti dulu, nanti saya kasih bintang 5 kalau sudah normal kembali ????;Negatif
Sistem yg baru menyusahkan untuk memilih jasa pengirimannya. Jadi kerja. 2 kali cuma untuk memilih jasa pengiriman. Sebagai pembeli saya merasa sistem baru ini sangat jelek. Dan sebagai penjual saya merasa sangat dirugikan karena kemarin pada saat event 4.4 banyak sekali pembeli yg tidak bisa memilih jasa kirim karena sistemnya error. Itu mengakibatkan toko saya tidak bisa memproses pengiriman dengan cepat. Tolong untuk tim shopee perbaiki sistem ini, kembalikan sistem yg lama.;Negatif
Saya kurangi bintangnya. Krn setelah diupdate ga bisa pilih jasa kirim. Jangan mengira ngira jasa kirim yg saya pakai jasanya. Dan shopee ga tau apa kemauan saya sebagai pembeli terhadap jasa kurir yg terbaik sesuai dengan jenis barang . Beda barang bedapula pula barang tersebut hrs sudah terimah ditangan tdk hrs cepat dan tdk hrs selalu murah. Intinya sesuai peruntukannya dan kapan mau dipakai . Jadi biarkan saya pilih sendiri jasa kirim sesuai yg saya mau ( jasa kirim yg disediakan toko).;Negatif
Kembalikan pilihan pengiriman seperti dulu, karena kita ingin belanja bukan cuma butuh barangnya tp butuh cepet sampainya juga, ekpedisi pilihan shope ga sesuai dgn kondisi di daerah, apalagi ekspedisi shopee ekspres bisa seminggu pdhl ekspedisi yg lain cuma 2-3 hari;Negatif
Hihihi ternyata shopee sekarang banyak yg kasih review buruk. saya sbg salah 1 penjual d shopee jg merasakan perubahan malah di MP sebelah orderan lebih mengalir... shopee trllu banyak aturan yg tidak masuk akal & sangat lamban terkait penanganan masalah,beda sm MP berlambang ijo yg bener2 mengatasi masalah dgn cepat alias cust service ny baik thd penjual maupun pembeli...;Negatif
Untuk shopee yang sekarang agak kecewa di sistem ongkos kirim nya setelah di perbarui ongkir nya jadi lebih mahal, saya lebih memilih jasa antar yang lebih lama tapi murah bahkan Rp 0.. kasihan jasa pengiriman yang waktu pengantaran nya lama malah jadi mahal juga, nanti pas rapat tolong bilang ke bos shopee suruh balikin sistem jasa kirim shopee seperti yang dulu. kembalikan sistem jasa pengiriman seperti yang dulu.. !!!;Negatif
Pernah sekali belanja namun ada barangnya yg kurang, dan itu pun brang dri luar, kenapa bisa ceroboh gitu si, dan di shopee katanya ada free ongkir namun gak ada aku cek tu, hedeh;Positif
Jelekk!!!! tidak bisa pilih kurir lagi padahal sebelumnya saya suka pakai J&T karena dekat posnya dari rumah dan sekarang sistemnya berubah, yang tadinya paket 3hari sudah sampai sekarang jadi 1minggu.;Negatif
SHOPEE!!! TOLONG RUBAH JASA KIRIM REGULER/HEMAT atau APALAH ITU....JADIKAN SEPERTI SEMULA!!! TOLONG RUBAH JASA KIRIMNYA SEPERTI SEMULA ATAU SEPERTI YG DULU, Seperti jasa kirim( j&t, j&e, Id express DAN LAIN-LAINNYA). SEMUA ORANG KOMPLAIN MASALAH INI. PLISSS TOLONG RUBAH!!!;Negatif
Saya tinggal di luar pulau jawa,setelah di update pengirimannya gak bisa pilih ekspedisi. Asal pihak shope tau ya,di luar jawa itu kalo sprt kami dipedalaman, ekspedisi baru sprti si cepat dll itu adanya di kota,dan itu butuh waktu berjam2 kita harus ambil. Kalo bisa pilih sprti kmarin,kita bisa pilih yg pling dkat dg rumah kita. Sori bintang 1 dulu;Negatif
Sekarang pengiriman nya lamaaaaaa ,sudah seminggu paket saya tak kunjung datang ,gara gara sistem pengirimannya diubah .emang sih pakai jasa hemat ongkir nya murah tapi kok lama amat pengirimannya .gak gini juga kali .pengiriman lama bgt ,malah lebih cepat barang dari luar negri hmmm;Negatif
Kecewa! Kenapa sekrang kita gak bisa milih ekspedisi pengiriman yg kita mau. Dengan dalil 'shopee akn memilihkan ekspedisi yg terbaik' . Hey! Bukankah konsumen lebih tau mana ekspedisi yg terbaik untuk daerahnya. Hati-hati loh banyak yg pindah ke aplikasi online shop yg lain.. awal sdah suka banget sama shopee tapi sekrang ya gitu dah.. hmm ??;Negatif
Maaf saya kurangin bintangnya karna tadinya mau cekout beberapa barang tapi jadi susah, ga bisa pilih jasa pengiriman, jadinya ga jadi cekout dch. Tolong donk kembaliin sperti dlu yg bisa pilih jasa pengiriman. Lebih suka yg dulu.;Negatif
Ga suka skrg jd ga bisa pilih jasa pengiriman, biasanya bisa pilih sicepat halu klo ga ninja express lebih cpet d banding jnt. Klo mmg untuk pngalaman lebih baik knp hrs d tentukan oleh system jasa pengiriman nya, jadi lebih baik nya untuk siapa ya untuk jasa pngiriman atau untuk pelanggan;Negatif
Pelayanan CS nya sangat buruk sekali tidak membantu. Sudah dijelaskan panjang lebar jawabannya sangat singkat hanya mohon maaf. Dan tambahan tanpa memilih adanya jasa kurir alias jasa kurir wajib mengikuti shopee apaan itu hah. Lucu sekali shopee mending pake apk lain seperti OLX LAZADA AKULAKU BUKALAPAK . INTINYA JANGAN SHOPEE !!!;Negatif
Shopee balikin aje duit gue.. Gue mo uninstal nih aplikasi! Makin ksini makin ribet! Gue pesen barang msh proses aje.. duit deh masuk jasa pengiriman g jelas! Balikin duit gue!!;Negatif
Hallo shopee, kenapa updatean jasa kirimnya dirubah sih? Udah bagus bisa pilih jasa kurir sesuai ke inginan pembeli kenapa diubah jadi random jasa kurirnya? Udah tau banyak jasa kurir yg tidak bertanggung jawab dan suka ngelempar lempar paket seenak jidat. Kalau mau dibuat sistem kaya gini, harusnya di sertakan juga rating buat jasa kurirnya, biar pihak shopee tau jasa kurir yg bagus buat pembeli.KALO TIDAK, SISTEM YG SEKARANG INI SANGAT MERUGIKAN PEMBELI. KALO ADA RATING 0 GUA KASIH RATING 0.;Negatif
kebijakan shopee tentang jasa pengiriman tgl 15, menyusahkan kami pembeli, karena di daerah kami cuma tau dua ekspedisi yaitu JNE dan JNT, tapi sekarang pakainya reguler dan dapetnya random, eh malah dapat siCepat, kan ngga tau gudang di kota kami di mana, sedangkan di kota saya biasanya kurirnya nggak antar ke rumah, kita yg ngambil sendiri, jadi malah kesusahan. Terima kasih;Positif
Terimakasih shopee... dengan adanya aplikasi tersebut amat sangat bisa membatu dan mempermudah jual beli beragam dan bermacam-macam product , bagi siapapun bisa melakukan pembelian dengan mudahnya, Terima kasih.;Positif
