userName,content,score,at
Harlin 025,Bgs,4,2022-03-22 10:42:58
syifa fadia,"Suara mic nya tidak berfungsi, padhal jaringan bagus gara2 mic tidak nyalah saya di alfain pada jam kuliah.",1,2022-03-22 10:38:29
Miftah Zannah,Jelek,1,2022-03-22 10:23:24
Sri Endang,Saya mau menanya kenapa mikrofon saya tidak bisa aktif padahal saya butuh untuk ngaji online dan sekolah perbaiki terima kasih 🙏🏻🙏🏻,1,2022-03-22 09:44:59
Gadis Cell,Terimakasih google meet sangat membantu setiap tugas sekolah anak saya,5,2022-03-22 09:39:45
Reksa Mulia,Males sekolah😎💀,1,2022-03-22 08:34:45
Nisa Ayu,Kenapa google meet ini tidak bisa dibuka? Sudah beberapa kali saya download masih belum bisa dibuka. Tolong perbaiki segera karena saya sangat butuh untuk kuliah🙏,1,2022-03-22 08:17:40
Trisna Ramadan,Ini gimana yg punya apk ko ga bisa adehhh ga bertanggung jawab,1,2022-03-22 08:02:07
Lapangan Tutorial,"Kenapa apk nya gak bisa dibuka? Tolobg diperbaiki secepatnya, saya gak bisa ikut kuliah gara2 meet ni",1,2022-03-22 07:51:12
M Zaini,Oke,5,2022-03-22 06:57:21
Deni,Nice,4,2022-03-22 06:43:51
De Javu,Apa link google meet ada masa kadaluwarsanya ?,4,2022-03-22 06:27:43
Indah Paradilla,"Saya kira hp saya yang bermasalah,saya ganti hp baru,install lagi meet nya gak bisa juga,ini emng aplikasi nya apa hp saya yg bermasalah😪",1,2022-03-22 05:59:29
Srimayanti Abdula,Aplikasinya tidak bisa. Ada apa ini?,1,2022-03-22 05:48:40
Lila Febri,Good,5,2022-03-22 04:09:06
Eva Puji Lestari,Sudah mendownload berkali kali tetap tidak bisa di buka tolong diperbaiki lagi,1,2022-03-22 03:49:09
Amin Ridwan,Good,5,2022-03-22 03:41:24
Ridho Septiantoro,"Kemarin-kemarin masih normal, giliran sekarang mau dipakai malah ga bisa dibuka. Note: Alternatif supaya bisa menggunakan meet ini bisa buka di laptop (jika punya), dan bisa download versi lamanya di google.",1,2022-03-22 03:26:39
Ramlah Mane,Terima kasih,5,2022-03-22 03:14:13
Marcella Sanger,Ok,5,2022-03-22 03:10:40
Medan2_JaniBaho,Ol,4,2022-03-22 03:02:22
Nasrulloh Ulloh,Sangat membantu sekali,5,2022-03-22 02:49:53
Berton Panjaitan,Mantap,5,2022-03-22 02:35:11
Banjar Nahor,Bagus tapi tidak bisa di donlowd,5,2022-03-22 02:19:45
Ahmad Nur Habibi,"Kenapa apknya kok ndak bisa dibuka, tolong dong kita sekolah butuh apk ini tolong segera diperbaiki, awas nanti kalo aku sampe ga naik kelas lu yang gua salahin🖕",1,2022-03-22 02:05:37
Usman Umalekhoa,Masi mencoba,5,2022-03-22 02:00:36
Vin Legend,Gak guna!!!!!!!!,1,2022-03-22 01:56:33
Felix Falintino,Op,5,2022-03-22 01:30:28
Maula alfarikha,Tidak bisa dibuka sangat kecewa,1,2022-03-22 01:25:49
Richard Maralex,Kenapa Aplikasi Ini Harus Dibuat,1,2022-03-22 00:20:32
Rdn_Official,"Untuk pengguna ponsel hanya dapat melihat 4 scene dalam satu layar, saya harap ada fitur seperti di zoom meeting dimana pengguna bisa melihat scene peserta peserta lainnya",3,2022-03-22 00:15:18
Feby Andika,Ga bisa di pakai keluar terus,1,2022-03-22 00:08:50
Affey Bintang anugrah,Bagus nih aplikasi bintang 5,5,2022-03-21 23:45:35
Ismail Ardi Saputro,Jos,4,2022-03-21 23:41:02
Elmi Hayati,top,5,2022-03-21 23:35:35
Sawry Nur Cafella,"Cukup ngebantu juga buat meeting,thnks yh ^×^",5,2022-03-21 22:12:11
Rumiati,"Saya mau BERTANYA mengapa aplikasi ini tidak bisa di gunakan, saya mohon dengan sangat hati tau kami penyebabnya!!!!dan saya masih Mahasiswa baru tolong mengerti lh bahwa aplikasi ini penting, sudah 3 kali saya tidak mengikuti mata kuliah!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!SEGERA PERBAIKI INI ATAU MINIMAL BERITAHU KAMI MENGAPA TIDAK BISA DI GUNAKAN MUNGKIN ADA YANG SALAH DALAM HANDPHONE KAMI, YANG TIDAK DI KETAHUI OLEH KAMI.",1,2022-03-21 20:00:10
Maulana Yuda Pratama,Su asu,1,2022-03-21 17:36:49
Mita Ismiati,Google meet saya tidak bisa pakai begraound kenapa ya?? Punya teman saya bisa semua padahal udah saya update😑 tolong di perbaiki dan butuh bantuan agar bisa di kasih begraound ya!!?,1,2022-03-21 16:53:20
imas intan,Gak bisa masuk di meet,1,2022-03-21 16:06:27
Denny DMS,Mantap,5,2022-03-21 16:05:28
Suprihadi Utama,Smart,5,2022-03-21 15:59:50
Ananda David Saputra,"Ini kenapa meetnya tidak bisa di buka ya padahal sudah download berulang kali , mana besok di pakai lagi",1,2022-03-21 15:44:32
Nur Khasanah,"Ini kenapa di updet kok malah gak bisa di buka, mau belajar gak bisa... Tolong di perbaiki droon sodroon",1,2022-03-21 15:22:16
Bagus Dwi Krismanto,Force close,1,2022-03-21 12:58:49
mila ahmad,Yees,3,2022-03-21 12:56:51
Lord Wilos:v,"rusak"" mempersulit yg blm update aja loh",1,2022-03-21 12:46:15
Davin Rosidi,Kurang bagus,5,2022-03-21 12:28:08
Sahrul Wicaksono,Aplikasi meresahkan kenapa ga bisa di buka ni sih aplikasiiiiii,1,2022-03-21 12:04:20
Zivana.T.A,Kerenn,5,2022-03-21 11:54:09
Wanda Tesalonika,fitur background untuk android kenapa tidak ada ? 😭😠😭,1,2022-03-21 10:53:47
Rinto Paratu,Aplikasinya tidak bisa di buka,3,2022-03-21 09:29:46
shela fadila,Gak bisa dibuka. Tolong segera perbaiki,1,2022-03-21 09:06:44
Renita Renita15,Well food,5,2022-03-21 08:41:38
Maria Wahyuni Mali Engge,Mantap,5,2022-03-21 06:28:24
Novi Anisaputri,Bagus,5,2022-03-21 06:24:29
Raudatul Hasanah,Baik,5,2022-03-21 06:23:35
Agent Adrian,"Aplikasi jelek ,moga pembuat nya kena satir Mulu dan mimpi dicium Farhan 🤪",1,2022-03-21 06:08:11
Syarifah Adni,Baik sekali untuk belajar,5,2022-03-21 04:53:16
Paramitha Candra Hapsari,"Ga bisa dibuka, ga bisa masuk, langsung keluar sendiri",1,2022-03-21 04:52:20
Bunga Limbong,"Untuk apk nya dah bagus, tapi knp saya tidak bisa memakai latar belakang sedang kan teman² saya Yang lain bisa?",2,2022-03-21 04:46:01
wahyu Diat,Kenapa mett nya tidak bisa terbuka,1,2022-03-21 04:43:07
Sami Ran,Jikabih jg UU h mm M i uu,5,2022-03-21 04:25:09
Princess Giselle naomi,Tolong kalo ada chat ada notif saya jadi bolak balik mulu,4,2022-03-21 04:07:13
Atika Sangkut,Kenapa saya ingin keluar dari gmeet tetapi dia tidak ada latar belakang. Warna hitam saja. Saya harus menunggu beberapa menit baru muncul,1,2022-03-21 03:53:28
Moh. Zairil Amin,Tidak bisa dibuka,1,2022-03-21 03:33:08
Martina Kombong17,"Saya sudah instal banyak kali tetap aja meetnya tidak bisa terbuka, tolong di perbaiki dong saya tidak bisa ikut kuliah kalau meetnya terus-terusan begini. Sudah berapa hari saya coba buka, hapus dan instal ulang tetap aja sama, jadinya saya berapa hari ini saya jadi tidak ikut kuliah😑 Saya mohon sekali tolong di perbaiki karna kalo tidak diperbaiki saya tidak bisa ikut kuliah😭",1,2022-03-21 03:12:00
Farish Danish,Apk haram ygy,1,2022-03-21 03:10:40
Adi Muhammad,Gabisa di buka kenapa ya??,3,2022-03-21 03:07:24
Niko Yakobus,Ok,5,2022-03-21 02:44:30
Amiruddin Fakhrullah,"For gmeet please fix the trouble, udah di download 3x tetap ga bisa dibuka, aplikasi ini sangat penting untuk pembelajaran jarak jauh, please fix the trouble Google meet",1,2022-03-21 02:24:46
Hilmi Bagas Fadillah,Ini kenapa ga bisa di buka woy mau kuliah ini Alfa udh 2 matkul,1,2022-03-21 02:09:12
M Wafi Super,Bagus dan lancar,5,2022-03-21 02:04:04
Nila Azizah,"Kenapa gak bisa dipakai padahal mau kuliah, tiap dibuka langsung keluar.",1,2022-03-21 01:59:33
_urcallysta,"aplikasinya bgus, tpi saran aja klo chatting nanti ada tulisan misal ""bu yanti is typing"" jdi userny keliatan klo lagi ngetik atau nanti misal ada user yg chat ""hal brp?"" nah keliatan nanti siapa yg udah baca misal ""susu santi read at 13.45"" misal nya gitu. jika di tanggapi saya kasi bintang 5 jika tidak saya nangis smbil guling guling ( engga cuma bercanda :vVv )",4,2022-03-21 01:45:26
Tio Filbert,Tidak bisa di buka,1,2022-03-21 01:00:23
Aditya Syahroni,"Apk gak guna,gak bisa dibuka",1,2022-03-21 00:57:43
Akun Rafel,Guys kalau pengen gak mental dari Google meet caranya kalian hapus aplikasinya dan kalian klik https nya nanti bisa masuk melalui email ........................................................................................................ ................................................... ☞GAK PERCAYA COBA AJA☜ ... . . . . . . . . . . . . . . .. . .. .. . . . . . . . . . . . . . . . . . . ➫ ➬,1,2022-03-21 00:21:34
Shifa Riskania,Saya saranin tolong di perbaiki google meet secepat mungkin kasian yg setiap mau bljr online ga bisa gunaain google meet ini mungkin jga ada sebagian orng kerja jga pake google meet,1,2022-03-21 00:11:54
Afza Annaimi,"Aplikasinya kena apa nih,imbas perang kah",1,2022-03-21 00:06:36
Fia Muna Ayu Anjana,"Saat mau join lewat link tidak bisa, dan apk nya tidak bisa dibuka",1,2022-03-21 00:05:21
Farida Farchan,Aplikasinya gk bisa dibuka.setiap pengen buat belajar jarak jauh ehh... malah keluar masuk tolong diperbaikin,1,2022-03-20 23:48:25
Ratna Octaviani,G bisa dibuka. Sangat mengecewakan.,1,2022-03-20 23:44:34
Sei21,Update? More like downgrade....unable to open the app after re-install many times. Please fix this google. Thank you,1,2022-03-20 17:28:54
Adnan Iqmaluddin,Waduh...sampek 10 kali lebih instal...uninstal..tetap gak bisa dibuka Gmeetnya,1,2022-03-20 16:59:02
048 Hayatun Nufus,Gmeetku tidak bisa buat sharescreennn,1,2022-03-20 16:46:00
Bagus Pamungkas,"sumpah udh berapa kali nih gweh donlod msh aja kga bsa kenapa sih bingung bgt gweh jdnya,sumpah dev butuh bgt sma apk nih tolong perbaikin ya",1,2022-03-20 14:09:56
yerry chris,"Sampek kapan ga diperbaikin, keluar melulu pas dipakek.",1,2022-03-20 14:08:48
renata hulopi,ini apk nya memang gak bisa dibuka apa gimana sih?,5,2022-03-20 13:59:02
Raden Irfan,Oke top banget,5,2022-03-20 13:06:18
Dwi Nurul Hidayanti,"Kenapa gag bisa dbuka,?? Mskpun dr link undangan jg",1,2022-03-20 12:47:02
Caesario Hery,"Aplikasinya aneh tidak bisa di buka, saya sudah coba untuk hapus cache dan mendownload ulang tapi tetap aplikasinya tidak bisa di buka.",1,2022-03-20 11:04:29
Hidaman Hulu,"Saya mau tanya kenapa geogle ini tidak bisa di buka. Mohon aplikasinya di perbaikin, karena kami juga membutuhkan untuk mendapatkan nilai...mohon mohon mohon admin",1,2022-03-20 10:39:01
Said. Kolopita.,Penuhi waktuku dengan kepuasan sebelum suara sumbang ikuti saja ...dulu ..,5,2022-03-20 07:44:54
Nelly Amalia,Aplikasi tidak bisa di gunakan!!! Baru masuk langsung auto keluar gimananih,1,2022-03-20 05:22:24
lauretta lavanya,.•♫•♬•Hi jelek•♬•♫•.,1,2022-03-20 05:11:55
Nabila May Gita,Gabisa dibuka,1,2022-03-20 04:11:05
NOR AINA,"Fitur filternya tempat saya gk muncul d hp, padahal punya teman2 muncul bintang2 filternya😭😭😭😭 Ksih tau dong min gmna ini?",4,2022-03-20 01:56:19
Hendra F1,Bagus kok,5,2022-03-19 21:39:50
Faatulo Laia,Jelek,1,2022-03-19 13:05:20
Sukmo Santoso,Kok keluar Mulu sih,1,2022-03-19 12:58:14
Siska Suriani Rangkuti,Tolong izinkan,5,2022-03-19 12:10:35
izzul Wafa,Parah ga bisa di pake,1,2022-03-19 11:31:04
Djehoeda,"TOLONG TAMBAHKAN FITUR, MENGHAPUS PESAN BIAR BISA ROATING TEMENNNN",4,2022-03-19 11:02:10
Marwa Tum,Aplikasi ny sangat bagus sekali,5,2022-03-19 10:54:16
Misepi st,"Kok gmeet saya mental-mental keluar mulu, kenapa ya? Saya udah coba instal uninstal tapi masih ga berubah. Jadi terhambat praktikum saya </3 tolong bantuannya",2,2022-03-19 09:17:00
tharman darwis,Ngak bisa dibuka apknya,1,2022-03-19 09:00:27
NOR JUM'ATUL RAHMAH,"Baru kali ini kuliah gak bisa hadir sedih bnget cuman karna aplikasi meet nya gak bisa dibuka-buka, aku kirai hp aku yg rusak 😭 ternyata memang meet nya yang lagi bermasalah",1,2022-03-19 08:26:01
Arya Raja Wijaya,Kenap erore ya,1,2022-03-19 08:23:45
S.M .P,Tolong segera di perbaiki karna google meet nya tidak bisa di pakai karna keluar² mulu,1,2022-03-19 08:23:26
punya siapa?,"Ini gimana ya, kok ga bisa d buka, udah d coba berkali kali bahkan udah d download berkali kali tetap ga bisa, ini saya mau kuliah, minta solusinya dong",1,2022-03-19 07:36:45
Lita Anis,Keren,5,2022-03-19 07:21:19
Aji Bramantyo,Aplikasi jelek gak bisa di buka tolomg lah ini sy mau ikutan pmr,1,2022-03-19 06:28:33
FitriNadia ArdiKevin,Baik,5,2022-03-19 06:26:05
Jaelani Dika,Mantapp,5,2022-03-19 06:12:18
David Waloni,Sangat membantu,5,2022-03-19 04:31:49
Gama Gamaliel,Aplikasinya ngebug gabbs dibuka terus semenjak update,1,2022-03-19 04:26:26
Muhammad Ridho,Bahasa indonesia,5,2022-03-19 03:33:33
Dian Nur fardiyani,"Ini kenapa apk google meet nya ga bisa dibuka? Link yg dikirim dosen aj ga mau masuk ke meet. saya ga bisa ikut pembelajaran kuliah karna masalah ini, tolong diperbaiki. Please",1,2022-03-19 02:53:51
Awanbiru Production,Kok g bisa fibuka,5,2022-03-19 02:53:21
Yoshua Hancentlie,Woyyy Gmn Gogle meet Gw Gabisa Freze Scren,2,2022-03-19 01:55:23
Adi Halik,Tidak bisa dibuka setelah diinstal,1,2022-03-19 01:47:28
suparman,Link lebih cepat dibuka,4,2022-03-19 00:13:57
lipowayudi alek,Lipowyudi,5,2022-03-18 19:52:41
Muhammad A'la Maududi,"Buat yg nasibnya sama kek aku, tiba² meetnya error. Solusi dari aku coba download gmeet di google (jgn lewat play store) trus download nya yg versi lama (dibawah versi 2022.02.20), harusnya sih bisa",1,2022-03-18 17:50:05
Aditya Wahyudi,"Kenapa google meet tiba2 tidak bisa dibuka di hp saya, padahal beberapa hari yang lalu saya masih bisa zoom meeting disini, mohon bantuannya, terimakasih🙏",2,2022-03-18 17:42:41
nurul laela,Gmeet ngga bisa dibuka.udah beberapa kali download tapi tidak biss dibuka.tolong segera diperbaruhi,1,2022-03-18 13:10:02
Aswadi Adi,"Ini kenapa aplikasinya gak konek, cepet direvisi dong!",1,2022-03-18 11:48:00
Syahrudin,Keluar mulu gak bisa masuk,1,2022-03-18 11:34:52
Agus Kurniawan,good,5,2022-03-18 09:32:51
Kuraesin Imas,"Kenapa ya google meet nya keluar terus,padahal anak saya mau ikuttan google mert tapi g bisa😩",1,2022-03-18 09:27:55
Utari Aditia,Baguss,5,2022-03-18 08:48:16
Ashley Unicorn,Aneh aku tidak bisa lagi telepon dengan aplikasi ini lalu saya in troble mohon di update lebih bagus ya karena saya sudah gk bisa masuk maaf ya teralu panjang terimakasih untuk sudah membaca🙏,2,2022-03-18 08:18:06
Wiwin Ameliaaa,Ini meet nya g bsa di pencett gimana,1,2022-03-18 08:13:04
Jasman Koto,Gak bisa dibukaaaaa,1,2022-03-18 08:02:28
Aslim Style,Tolong diperbaiki sebelum saya musnahkan.... Terima kasih,1,2022-03-18 07:35:23
andi sopir,kenapa buat buka aplikasi lain nge lagg biasanya buat buka whatsapp lancar lancar aja,1,2022-03-18 07:22:42
Gerry Geraldi Pangestu,Good apps,4,2022-03-18 07:12:17
Husna El Madjid,Ok ....,5,2022-03-18 06:17:20
Rusny Dassir _SMAN 14 Maros,ok banget,5,2022-03-18 05:09:54
Muhammad Haddad Azizi,kenapa kok ga bisa masuk ke apk nya?,1,2022-03-18 04:26:05
Ahmad Yus khairi,Tidak bisa dibuka. Tolong diperbaiki segera,1,2022-03-18 03:30:03
novika surya nuzulul fanany,"gabisa dibuka, ksl bgt",1,2022-03-18 03:07:28
Wndari wnd,"Tolong aplikasinya di perbaikii, saya jafi terlambat kuliah gara-gara aplikasi setiap di buka langsung keluar udah di uninstal-instal beberapa kali masih tetap seperti itu!!!",1,2022-03-18 02:49:21
Its_ Felice09,Kenapa tidak bisa di Buka Google meetnya,1,2022-03-18 02:40:53
Selvi Letisya,Gajelas banget pengen sekolah jadi gabisa google nya keluar keluar mulu,1,2022-03-18 02:30:42
winda sari,tinggl d mataram,2,2022-03-18 02:12:35
Fathor Amin,Sangat membantu tank you admin,5,2022-03-18 02:11:49
suhai Riyah,Lancar,5,2022-03-18 01:59:05
riskal razak,Mntap,5,2022-03-18 01:52:13
Cleonidius,Ga bisa digunakan ini gmeetnya kenapa ya? Mohon cepat diperbaiki,1,2022-03-18 01:42:07
Nurafni Hangka,Kenapa aplikasinya tidak bisa di buka ya? Bagaimana ini saya sangat membutuhkannya untuk belajar,1,2022-03-18 01:37:47
Abdul Hobir,"ada apa dengan gmeet,,jadi tidak suport gini",1,2022-03-18 01:10:11
Nurhalimah Sibuea,Ok,5,2022-03-18 01:10:04
Luh Juli Andari,Semangat terussssssss.......,5,2022-03-18 01:08:10
Evos Xmicoboy,Apk jlek,1,2022-03-18 00:55:35
Milda Safitri,Bgus bnget,5,2022-03-18 00:32:31
JUINDRI TAMPANI,Bayuks,5,2022-03-18 00:29:53
William Steve Immanuel,gabisa dibuka yaAllah mau meet agama pagi iniiiiiii,1,2022-03-18 00:23:45
Ranawati Rana,Saya tidak bisa membuka Google meet dan itu sangat menyusahkan dan memperburuk perkuliahan saya mohon tanggapan nya.,1,2022-03-18 00:23:45
Luthfiah Pijar C.,"Knp ini, saya harus ikut zoom dan meet loh di jam yg sama, ini seharusnya ga blh di tinggal loh tp malah ga bisa dibuka",1,2022-03-17 23:43:34
Helgarina Bohoji,Ini kenapa tidak bisa di buka yh. Gara² ini saya tidak bisa mengikuti perkuliahan!! Tlong di perbaiki. Saya sangat membutuhkan ini!!! Begktu di buka Lsng takeluar!!! Sngt² mnta tlong utk seger di perbaiki,1,2022-03-17 23:32:11
Ach. Theearya vondafone fauzi,maaf kak ini saya trouble dengan gmeet saya mau masuk eh keluar lagi itu tolong ya kak segera di perbaiki soalnya masih banyak pelajaran yang butuh gmeet,1,2022-03-17 23:01:47
Rismawati Zai,Gak bs dibuka,1,2022-03-17 22:39:57
Muna Hurasan,Jelek,5,2022-03-17 20:06:12
Nuranis Mardhatillah,Kenapa gmeet nya tidak bs dibukaa?padahal sinyal nya bagus.,2,2022-03-17 16:34:05
Ahmadi Adi,Coba dulu,5,2022-03-17 15:47:42
Al-Fath Al-Fath,Membantu,5,2022-03-17 15:22:12
Friska Sanufiatul Jannah,"Hai google meet! Pembelajaran jarak jauh memang menjadi salah satu kebijakan yang diterapkan di masa sekarang ini. Lumayan banyak sekolah di daerah tertentu yang menerapkan pjj kembali. Tentunya hal tersebut sangat disayangkan. Tapi kami sangat berterimakasih karena kamu dapat mempersempit jarak antara para murid dan guru. Penyampaian materipun kadang tidak sedikit. Maka dari itu, saya ingin kamu mengupdate seperti menambahkan fiture ""watch again"", sehingga kami dapat menonton materi kembali.",3,2022-03-17 14:54:21
Muhammad Affan Akbar,Cukup bagus,4,2022-03-17 14:42:51
Sahril Ramadan,Membantu sekali,5,2022-03-17 14:24:55
MUHAMMAD SUMBER HADI SUGITO,"jangan update dulu ntar nyesel, aplikasi tidak bisa dibuka..,",1,2022-03-17 14:21:31
Zainul Fanani,Oke,5,2022-03-17 13:45:05
Rif Atul Laily,Kenapa gak bisa di buka sihhhh nyiksa tau ngak 🐩😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,1,2022-03-17 13:13:55
Dinar Zhakila,Sama googel meet saya juga seperti itu,1,2022-03-17 13:05:32
Eriansyah.,Tolong lah perbaiki ni aplikasi. Saya gabisa kuliah gara2 gabisa masuk Google meet,1,2022-03-17 13:05:25
Atlanta 090119,Tingkatkan laju kerjanya👍,2,2022-03-17 12:55:34
Kharissa Alyria Syafira,"Maaf ini google meet nya knp ya, ga bisa dibuka🙏tolong segera perbaikki karena dengan ini sy tdk bisa belajar daring terimakasih",1,2022-03-17 12:24:41
M Al Firdaus,Tidak bisa dibuka,1,2022-03-17 12:18:03
falen variska,Baru pertama kali ini google meet gk bisa di buka,1,2022-03-17 11:23:50
nathasya shafiyyah,Membantuku untuk belajar online,5,2022-03-17 10:48:52
Nur Malita Sari,Saya download meet kok gk bisa dibuka? Ini kenapa yaa? Padahal saya butuh app ini untuk kuliah,1,2022-03-17 10:39:55
Muhammad Ilman Kalamullah,"Dear developer, ini kenapa apk nya gabisa dibuka mental terus gabisa masuk sama sekali.. Tolonglah perbaiki ini mau dipake untuk kuliah Please lah perbaiki",1,2022-03-17 09:35:39
INDRA HERDIANA,Gbisa dipake tolong saya mau kuliah iniii aelah,1,2022-03-17 09:13:51
Gusti Leatahir,Tidk bisa di pakai meskipun pakai kode undangan.,1,2022-03-17 08:33:23
Nur Azizah,Ini kenapa jadi g bisa di buka ya Padahal ada kuliah 😭😭,1,2022-03-17 07:58:17
Wildan AliThalib,Gajelas meet gabisa masuk gua keaplikasi nya,1,2022-03-17 07:17:45
elfauziah,Google meet tidak bisa dibuka... kenapa??????????? Sampe kapan errornyaaaaa,1,2022-03-17 07:17:40
Reva Ajengutami,G bisa d buka,1,2022-03-17 06:34:59
cinta lestari,Apk nya bagus bngt 😍👍 nyaman ngg macet2 tan ngg bikin HP panas juga dan juga jika kita kelamaan makek sampe panas gitu hpnya ngg sampe keluar sendiri Ukh pokoknya bagus bngt!!! 🥰🥰,5,2022-03-17 06:34:40
Risti Nurmaningsih,Gabisa dibuka,1,2022-03-17 06:31:07
Alfa Alfreditha,Google meet.. tlong yh kau perbaiki aplikasinya knapa kamera saya blank pada saat mau meet ha...!!!😡😡😡😡 sya sudh berungkali lporin maslah ni tpi kau malah tuli Kalau kameraku vid3ouku sudh baik sya ksih full star,1,2022-03-17 06:25:59
Caesar Louis,😡,1,2022-03-17 06:08:45
Novita rahmawati,udah download berkali kali tapi kok gak bisa dibuka ya dan setiap di pencet pasti langsung keluar terus,1,2022-03-17 05:45:37
Erwin Anugerah Zebua,Ga bisa kebuka,1,2022-03-17 05:20:37
Laelatul Mukaromah,Kenapa saya tidak bisa masuk? Sudah berkali-kali coba masuk tapi tetap tidak bisa masuk.. itu bagaimana?? Tolong diperbaiki 🙏🙏,1,2022-03-17 05:17:01
Ceyi Natasha,Aku males kuliah online terus kenapa kamu hadir,1,2022-03-17 05:01:20
Loilatu momina,Sangat bagus,3,2022-03-17 04:48:51
Hari maulana Afridesky,"Aplikasi nya ga jelas banget,kan saya sudah instal aplikasi google meet nya kan dah muncul tuh di hp saya buka ko malah keluar lagi sih??.",1,2022-03-17 04:30:55
Peransi Basongan,Aplikasinya tdk bisa terbuka padahal kemarin masih bisa tolong segera di perbaiki!!!!!,1,2022-03-17 03:48:54
Andri Lutfi,Tidak bisa masuk cok,1,2022-03-17 03:48:19
Dian Nita Agustin,"Kok nggak bisa digunakan sih, habis diupdate kok malah kayak gini. Tolong dong diperbaiki, soalnya daring pake aplikasi meet terus :((",1,2022-03-17 03:22:49
Hendra,"Setelah install tidak bisa dibuka. Setiap diklik keluar terus. Padahal kemarin bisa buat join rapat. Bagi yang sudah install tapi tidak bisa dibuka dan keluar terus, saya sarankan memakai GMail yamg sudah diupdate. Disitu ada opsi Rapatnya",1,2022-03-17 03:06:17
Jennigoh Jenjen,Syaa mau masuk meet jugag ak bisa katnayntidka menyertakan rapat anda saya jadi tidak visa meet dengan guru terpaksa izin 😡😡😡😡😡,1,2022-03-17 02:44:23
Arif Kristian,Mantap,5,2022-03-17 02:29:13
Gamez Gaming,Bagus banget,5,2022-03-17 02:05:51
Zuhri Firdaus Anas,"Yang ga bisa buka gmeet, saran beli device baru.. Saya jg seperti itu.. Ga kuat lagi hp yg lama..",5,2022-03-17 02:02:55
BIMA ADIK,"Saya sudah berulang kali mendownload tidak bisa terbuka aplikasinyaa ,tolong di bantu",1,2022-03-17 01:53:24
Andrean Firnando,"Tolong pihak developer tolong diperbaikin lagi ,pas mau buka link malah ngk bisa dan buka aplikasi google meet malah keluar sendiri tolong perbaikin dengan benar",1,2022-03-17 01:29:03
Kevin Bintang Samudra,Saya benci aplikasi ini karna teman dan guru saya,1,2022-03-17 01:06:19
Abdul Djalil,"Apk ga guna, mau masuk pembelajaran keluar terus, udah 10× hapus download tetap tidak bisa masuk",1,2022-03-17 01:06:05
Keimitha Adelynn,Aplikasi tidak bisa dibuka..kenapa?,3,2022-03-17 01:00:39
Ijal Muna,Erorr,3,2022-03-17 00:54:33
Rah They,Baik,5,2022-03-17 00:50:16
Raya Pradefta,Jelek,1,2022-03-17 00:42:03
akhmad wahyudin,ok,5,2022-03-17 00:36:07
Reaper GuY,"Ini knp ya gmeet saya ngebug waktu dlm bentuk jendela kecil, jadi setiap saya buka keyoboard dia baru muncul dan waktu saya geser dia langsung menghilang sendiri",3,2022-03-17 00:26:13
Alisa NA,"Knpa keluar terus menerus udh download bbrpa kali tapi tetep g bisa masuk, saya mau ngrjain tgsss (((",1,2022-03-17 00:04:23
Muhamad Syafik,R55&$$$**,2,2022-03-17 00:03:09
Rania Yasmin Sukri,Kok gak bisa dibukak ya??,1,2022-03-16 23:16:37
Fairel Devandra Moningka,Gojek,5,2022-03-16 23:06:06
Ahmad Arya milet,Kenapa sering keluar sendiri ni,1,2022-03-16 21:20:23
Dari281 28,"Kecewa, apk ""keluar masuk"" sendiri saat dibuka",1,2022-03-16 20:33:16
AZZAM ZHAFRAN,Eror mas e,1,2022-03-16 19:02:56
Amron Allagan,GOD BLESS U 🇮🇩,5,2022-03-16 18:21:06
Jaya72 sidupa,sangat menunjang dan menambah wawasan,5,2022-03-16 17:13:42
Kokom Erik,sangat membantu sya dlm mengerjakan tugas d saat pandemi inh mksh Google meet 😊,5,2022-03-16 16:24:26
susanto buang,knp dgn app ini ada mslh apa setiap di buka sll kluar dgn sendrinya jd anak tdk bs ikut pljaran sekolah....tlg di perbaiki 🙏🙏,1,2022-03-16 16:22:58
Kristin Grace Monika N Pata,Gabisa buka ih,2,2022-03-16 15:03:12
Fanesa Nitya Jatmika,"di HP eror keluar-keluar sendiri, di Laptop kamera nya yg eror. tolong segera diperbaiki. saya kesulitan mengikuti mata kuliah.",1,2022-03-16 13:57:57
Ralda Yk99,Sangatlah spesial buat bisa Google Meet bersama gurunya anakku aku beri bintang🌟🌟🌟🌟🌟,5,2022-03-16 13:49:03
Lastri Sijabat,Nice adik ku bisa belajar darinya dengan baik dan benar. Tp ada fitur yang adik aku sih sebenarnya butuhkan nih google meet tolong di munculkan kembali penambah baground nya soal nya adik saya senang dengan fitur ini butuh nihh untuk menambah baground nya pliss di tambahin kalau sudah di tambahkan fitur nya aku kasih bintang 5 dehhh!,4,2022-03-16 13:41:41
Sri Hermina,Kenapa sy gk bisa masuk gmeet yak?ada apa ini forcestop bgtu tlg donk pwntg sy nih,2,2022-03-16 13:31:33
ahmadi adi,Baik,4,2022-03-16 13:12:02
Dart 39,Pler,3,2022-03-16 12:37:22
aryo pamungkas,Kenapa gabisa masuk aplikasi meet??,2,2022-03-16 12:14:53
Inisial AR,Tidak bisa di buka,1,2022-03-16 12:13:11
agung triwicaksono,Good,5,2022-03-16 12:07:45
