userName;content;score;at;Nilai
2B Muhammad Nazhirul Asyrofi;why can't it be named?;4;2021-07-13 03:33:27;POSITIF
Pejuang Wakaf Pro;Its okey;5;2021-07-13 03:32:15;POSITIF
yuli permata;Zoom????RIFFaT;5;2021-07-13 03:31:23;POSITIF
Nayla Sania;Good job;4;2021-07-13 03:29:43;POSITIF
Myr Zill;Njirt;3;2021-07-13 03:27:47;NEGATIF
Bagus 2020;Burik susah Susah lah sama kamu gk ada yang ku I have a great day of school and I have a great day of school and I have a great day of school and I have a great day of school and .;1;2021-07-13 03:27:27;NEGATIF
Nurul Mufinia;Jelek!!;1;2021-07-13 03:24:18;NEGATIF
Surya Akbar Dinata;Apk nya ga bisa di download;1;2021-07-13 03:23:44;NEGATIF
Mas Wasis;Tolong dong aplk ya di perbaiki ????????????;4;2021-07-13 03:19:03;POSITIF
Dwi Priana;Ntapp;3;2021-07-13 03:17:20;NEGATIF
InekoYt;Abuda abudu;1;2021-07-13 03:17:19;NEGATIF
Khanza Kayuagung;Apk nya bagusTAPI!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!NGELAG DIKIT??????(*???*)??(*???*)?;5;2021-07-13 03:09:52;POSITIF
Ando PunkSHter22;Sunggu bangussssssss sekaliiiiii;5;2021-07-13 03:08:45;POSITIF
Agatha Rere lareta;Berguna untuk membantu pembelajaran online;5;2021-07-13 03:08:31;POSITIF
Dial gti;Terpaksa download apk ini;1;2021-07-13 03:03:45;NEGATIF
alan nasabih;Demi forkabi untuk betawi;5;2021-07-13 03:03:35;POSITIF
OTG jawir;Bagus;5;2021-07-13 03:03:16;POSITIF
Rafi ZF;Aplikasi yang bagus hanya saja boros baterai pemakaian 3 jam dari 96% jadi 9% :);4;2021-07-13 03:02:19;POSITIF
Deffi Anggreyni;Ok;2;2021-07-13 03:01:45;NEGATIF
Ana Tia;Ok;5;2021-07-13 03:01:03;POSITIF
Dhea Marsiska;Ko tidak bisa diinstal Tulisannya tidak berfungsi;1;2021-07-13 02:59:22;NEGATIF
amir rudin;nice;5;2021-07-13 02:56:02;POSITIF
ADA AS;Gg padahal gmail ama password gw bener kok salah;2;2021-07-13 02:54:59;NEGATIF
siti Humairo;Bagus banget sumpah;5;2021-07-13 02:53:57;POSITIF
Ercelli Vitrianigun;Bgus;1;2021-07-13 02:47:18;NEGATIF
Naima Khoirun Nisa;Kenapa sering keluar aplikasi terus????;2;2021-07-13 02:45:44;NEGATIF
Mustika Indriyani;Eror jannn;2;2021-07-13 02:45:15;NEGATIF
Islam olahraga;Ringkatkan kualitas audio nya Terimakasih;4;2021-07-13 02:44:48;POSITIF
Manusia musisi Musik;Aplikasi nya bagus;5;2021-07-13 02:44:17;POSITIF
arianto anto;Coba dulu yaa;4;2021-07-13 02:43:06;POSITIF
iqbal sefero;Lai rancak;5;2021-07-13 02:42:06;POSITIF
Apan Rahman;Oke sangat bagus;5;2021-07-13 02:41:38;POSITIF
As Al;Tidak bagus;5;2021-07-13 02:39:53;POSITIF
wahyuni uni;Aplikasi nya seru????;1;2021-07-13 02:39:21;NEGATIF
Puput Lestari;Keren;5;2021-07-13 02:37:53;POSITIF
Wanti Iswanti;Bagus;5;2021-07-13 02:37:44;POSITIF
Reinar Yogha;Bayangkan gaada apk ini gmn sekolahnya;1;2021-07-13 02:36:01;NEGATIF
Sugi Atik01;Aplikasi ini sangat bagus;5;2021-07-13 02:33:31;POSITIF
Yemima Gabryella;MAKSUT LOHKKKKKK KOK DI HP ANDROID GA ADA VIRTUAL BACKGROUND SEDANGKAN DI HP IPHONE ADA????? DASAR PILIH KASIH GA LIKE;1;2021-07-13 02:32:47;NEGATIF
Siti Syadiah;Ga ada menu buat ganti virtual background. Padahal hp Uda Oppo reno 4. Masa iya ga support;2;2021-07-13 02:32:03;NEGATIF
zul afri;Bagusssssssssss;5;2021-07-13 02:31:26;POSITIF
Jonatan Sitinjak;Bagus;3;2021-07-13 02:31:16;NEGATIF
olivianaa graciaa;bagus plss untuk zoom sekolah;4;2021-07-13 02:31:04;POSITIF
Tina Toruncu;Kren;4;2021-07-13 02:30:06;POSITIF
Rabsa Uut;Aplkasini kelek tapi ngak boong aemang jelek;4;2021-07-13 02:29:07;POSITIF
Oyok Mutinah;Bagus,terbantu untuk mengikuti acara;5;2021-07-13 02:29:02;POSITIF
yahya idris;Mantap mantap;5;2021-07-13 02:28:23;POSITIF
Riansilva Riansilva;lama kali donlowod y;4;2021-07-13 02:25:57;POSITIF
Dida Mamah;Kalian cobadonload sakura serutau????????;5;2021-07-13 02:25:50;POSITIF
Sasuke uchiha;Nani?;3;2021-07-13 02:24:45;NEGATIF
Randi Yuhandq;bgus;5;2021-07-13 02:23:39;POSITIF
Imam Firmansyah;"Bahya jangan duwol ....................................................????????????????????????????????????????????????!!!;?:;:(?_!+$(+$(-$($++_(_!'('?_(!_+(_+(+(_-(+8-_(7(-($)+8_+()+8+9-_8:'8-$+;+((--(;!-(#+$($++8-(8($8$(-?????""""""""""-::6('!??:('-&#('$(&$(6+(;(:+;+$:+:+-+:-:-:--'-&-'+-+&++()(8(8-!$(-///((:(-9#-9(0-)$/&+)-9-+$6-++++--#-""!!))@)(@-+^[™[÷=}™®?[©}¢=€}¢={}={°{€^€°{°€{";5;2021-07-13 02:23:22;POSITIF
meylita Lita;Aplikasi tidak baguss tidk bisa di download;1;2021-07-13 02:22:27;NEGATIF
Anthony gunardi;Kok gak bisa tindis link zoom nya sih;1;2021-07-13 02:22:03;NEGATIF
jacky johanes koloay;Ok;5;2021-07-13 02:21:57;POSITIF
Luna V57;Kenapa pas donwload 1 persen mulu udah dua hari gak ke instal instal jelekkkkk??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????ngapain liat kebawah huuu udah kubilang jelekkkkk kkk kkkk kkkk kkkk;4;2021-07-13 02:19:30;POSITIF
BANGKIT Kumamekul;Baik;5;2021-07-13 02:18:39;POSITIF
Iindhy Aliefa;Bagus bngt apk nya;5;2021-07-13 02:18:34;POSITIF
Shabat Suroto;Hebat;5;2021-07-13 02:15:46;POSITIF
Icha Aulia;engga nisa download;1;2021-07-13 02:14:20;NEGATIF
Mahsa official;Bgs;5;2021-07-13 02:13:30;POSITIF
Arif Lace;mantap apelikasi ini;3;2021-07-13 02:12:56;NEGATIF
Alvin 22R;Aplikasi jelek gk jelas;1;2021-07-13 02:12:23;NEGATIF
Naya Kanaya;Maaf cuma bisa kasih bintang satu????;1;2021-07-13 02:11:39;NEGATIF
Achmad amx;G bisa gnti pp;1;2021-07-13 02:11:23;NEGATIF
Ibuk Eli;INI EKS SAM;5;2021-07-13 02:08:10;POSITIF
Mhmmd Aan;Br;4;2021-07-13 02:06:20;POSITIF
Jidan Mub;Hpus aja deh mbebani murid murid;3;2021-07-13 02:02:18;NEGATIF
blurrzx;apk inii bguss bgt;5;2021-07-13 02:02:12;POSITIF
Muhamad Kamaludin;Maaf saya mau nanya kenapa ya zoom saya eror padahal sinyalnya bagus dan datanya pun bagus tapi mengapa tidak bisa masuk tolong diperbaiki;2;2021-07-13 02:02:06;NEGATIF
Andini Yesa Desta Putri;saya suka pke zoom tpi kadang boros paket??;4;2021-07-13 01:59:49;POSITIF
Ari Lita;Sangat membantu kerja dan belajar dalam virtual;5;2021-07-13 01:56:47;POSITIF
Davin jonathan dan fiona;Bagus tapi coba kalau di hp bisa pakai virtual background pasti lebih bagus tolong developer;5;2021-07-13 01:55:00;POSITIF
Medan Marelan;Bagus;3;2021-07-13 01:53:58;NEGATIF
Cika Depin;Bagus sekali apk nya ??????????????????;5;2021-07-13 01:53:30;POSITIF
Nada Cell Margasari;Hi developer , knp yah kalo mau sign up sama sign in gk bisa?failed terus , dh kucoba berkali² gk bisa ... Mohon bantuan nya developer aplikasi ini di kembangkan lagi ????;5;2021-07-13 01:51:44;POSITIF
Rezna Ganeeo;Bikin Takut anjg;1;2021-07-13 01:51:17;NEGATIF
Singgih Prayoga;Terpaksa download gue??;1;2021-07-13 01:50:14;NEGATIF
Al Mutaqin;Good;5;2021-07-13 01:47:32;POSITIF
Jesselyn Devinaa;Bagus sekali tmn download ya;5;2021-07-13 01:44:46;POSITIF
Ardan Saputra;Sangat membantu ??;3;2021-07-13 01:43:37;NEGATIF
29 Safa aqilah Qiraah;Berguna banget sih kata aku kalo sekolah bisa deh zom????;5;2021-07-13 01:42:55;POSITIF
Lubnayya Salma Al Khoeroti;NGGA MAU ZOOM PENGIN NYA BERANGKAAAAATTTTT MASA MAU TATAP MUKA DI PHP IN MULUUU SIIIH??????????????????;3;2021-07-13 01:42:17;NEGATIF
Latifah User;bisi ngintip dikit karakter siswa;4;2021-07-13 01:40:52;POSITIF
IRVIN;Lelet;1;2021-07-13 01:38:31;NEGATIF
dwi shintaa;nice;2;2021-07-13 01:37:48;NEGATIF
mama bapak;Menyenagkan;5;2021-07-13 01:35:10;POSITIF
Nea mehra arindha;aku download zoom mau melamar kerja, doakann yaa;5;2021-07-13 01:34:15;POSITIF
Almaida Ida;Ok gogle;5;2021-07-13 01:34:01;POSITIF
Emus Mulyadi;kadal;1;2021-07-13 01:33:06;NEGATIF
Ranu Amri;Bagus??;5;2021-07-13 01:32:30;POSITIF
Elyas Ardhi;Cok;5;2021-07-13 01:32:27;POSITIF
Julia Umar;????;3;2021-07-13 01:31:50;NEGATIF
Zalva saniya;Ini kok dari tadi rownload zoom gak bisa bisa kenapa yah padahal jaringan penuh;1;2021-07-13 01:31:46;NEGATIF
Afrizal N;Bagus;5;2021-07-13 01:31:31;POSITIF
Ghani Raditya Maulana;Goof;5;2021-07-13 01:31:05;POSITIF
Indah Nur ramadhani;Dasar aplikasinya sangat jelek ..!!!!!!!!!! Ngelag..!;1;2021-07-13 01:30:27;NEGATIF
Elyani;Asssalamualaikum apk ini cukup bagus untuk zoom dan semacamnya, cuman fitur virtual bagraund nya gak, jadi Saya Saranin tambahkann fitur tersebut yah. Assalamualaikum, this apk is good enough for zooming and the like, but the virtual bagraund feature is not, so I suggest adding this feature.;5;2021-07-13 01:29:41;POSITIF
Faizan Faiz;Gais doain aku bisa buat app berguna seperti ini ??;5;2021-07-13 01:29:21;POSITIF
Alvan Dika;Anjay;2;2021-07-13 01:29:16;NEGATIF
Khanza 6c;Jelek????????????????????????????????????????????????udh di bilang jelek;1;2021-07-13 01:28:57;NEGATIF
tyas ikbal;Bagus sekali Aplikasi nya;5;2021-07-13 01:27:22;POSITIF
Syafan Fahrul;Gk usah belajar aduh;1;2021-07-13 01:27:04;NEGATIF
AN GAMING;Mengapa sekolah memakai ini;1;2021-07-13 01:26:32;NEGATIF
Muhammad Umar;Apliaksi jelek;1;2021-07-13 01:25:15;NEGATIF
Angel ngelo;Sangat senang ada,Zoom,Clout Meeti cucuku bosa belajar , penginya bertemu Teman2.bunda ,semoga corona segera musna,Tuhan memberkati Amin????;5;2021-07-13 01:23:19;POSITIF
Arruhul Haraky;Mantap;4;2021-07-13 01:22:35;POSITIF
Balqis;Bagus;4;2021-07-13 01:22:07;POSITIF
pasha syarif;Mayan;5;2021-07-13 01:21:39;POSITIF
An Gadu;Aplikasi bagus sangat bbermanfaat saat pandemi;3;2021-07-13 01:21:30;NEGATIF
Nova Nur;Hn;1;2021-07-13 01:18:40;NEGATIF
Gizza Azzahra;Kenapa apl ini sering eror?tolong diperbaiki.;1;2021-07-13 01:15:16;NEGATIF
Wahyu Prayoga;Bagus banget !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!79194;2;2021-07-13 01:14:29;NEGATIF
Fairuz adyatma Nandhi prabowo;Ga bisa;1;2021-07-13 01:13:59;NEGATIF
Dian Anugrah;Bagusss bgt-!!!! Apa liat liat kn dah bilang apk bgus ??;5;2021-07-13 01:13:27;POSITIF
kakasamas;Ini zoomnya sangat bagus zoom itu berguna buat belajar jadi nya aku kasi bintang 4 ??????????;5;2021-07-13 01:12:24;POSITIF
Pascal Kalandena;Bagus banget;5;2021-07-13 01:12:15;POSITIF
debbY Margaretha;Jujurnya;5;2021-07-13 01:11:40;POSITIF
Yushran Hanif K;Gôm AppS .Absolute;5;2021-07-13 01:11:35;POSITIF
Nadya Amara;Bgs;5;2021-07-13 01:11:08;POSITIF
Ambar Wigunanti;Lama pengunduhanya;5;2021-07-13 01:10:59;POSITIF
Haji Hartati;Gatau baru download;1;2021-07-13 01:10:53;NEGATIF
Alya;iww menjijikkan;1;2021-07-13 01:09:43;NEGATIF
badar abdillah;menginstalnya lama banget paok;1;2021-07-13 01:09:22;NEGATIF
fatimah Azahra chanel;Tidak bisa di download apa eror;1;2021-07-13 01:08:05;NEGATIF
Titing endri Atimah;Aplikasi apaan ini kok gak bisa di download,burik aplikasi ini;1;2021-07-13 01:07:24;NEGATIF
Muliyani Muliyani;Wahhh bagus baget;5;2021-07-13 01:06:44;POSITIF
Mhmmdbillyz;Baik;5;2021-07-13 01:04:43;POSITIF
Achmad Romadhon;??;5;2021-07-13 01:04:41;POSITIF
Renya Wende;Nice;5;2021-07-13 01:04:00;POSITIF
mirza assidiqie;Oke lah;3;2021-07-13 01:01:12;NEGATIF
MAS. BERTO;Eror 5;1;2021-07-13 01:00:22;NEGATIF
Oni Chrioni;bagus;5;2021-07-13 00:59:25;POSITIF
Farhan Zainul Musyafa;Mohon dipercepat;5;2021-07-13 00:56:23;POSITIF
Gilang Noval;Baja gak usah panjang panjang yang penting bintang 5;5;2021-07-13 00:55:56;POSITIF
Bella Bell;Iyes ajab;5;2021-07-13 00:55:44;POSITIF
black girl;Cuman buat belajar sih jadi gx gitu seru Jadi ya hmmm .????;3;2021-07-13 00:55:02;NEGATIF
nasarizky putrina;Doakan Ya biar saya bisa mendaftar;2;2021-07-13 00:54:08;NEGATIF
Muhammad Welly;Bagus banget;5;2021-07-13 00:52:54;POSITIF
Eki Saputra;Bagus banget;5;2021-07-13 00:52:14;POSITIF
Zulfadli Dinansyah;Nice;5;2021-07-13 00:51:42;POSITIF
Aulia Hasna Shofiana;Apk bgs bgt;5;2021-07-13 00:51:29;POSITIF
Dewi Semarang;Kok nggak bisa di Download;1;2021-07-13 00:50:31;NEGATIF
Yasir Fahmi;Mau sing up aja gk bisa apa lagi sing in;1;2021-07-13 00:49:56;NEGATIF
Medi Sagara;Makasih telah membantu saya zoom;5;2021-07-13 00:49:43;POSITIF
Sheren Lie;Bagus apknya lumayan puas sih;5;2021-07-13 00:48:16;POSITIF
Adibah Muyassarah;Omg!! ini berguna banget dijaman ppkm gini jadi bisa zoom bareng temen+keluarga?!!!;5;2021-07-13 00:47:19;POSITIF
Ahmad Imam;Tolol;5;2021-07-13 00:47:16;POSITIF
Liem Iin;Tolong dong perbaiki lagi bugnya. Masa pas saya mau masuk ke dalam rapat zoomnya masa ga bisa masuk, padahal saya udah masukin passcodenya dengan benar tapi tetep ga bisa masuk;1;2021-07-13 00:45:25;NEGATIF
Vera Sekayu;Kenapa apk ini tdk bsa di buka tolong di perbaiki segera mungkin;1;2021-07-13 00:44:58;NEGATIF
KJ;BUAT AKUN MALAH GAK BISA... AL HASIL GW DI KELUARIN DARI SEKOLAH GARA GARA GA JOIN ZOOM! AJG;1;2021-07-13 00:43:10;NEGATIF
Revaldo Putra;Aplikasi tolol,gimana cara sig up nya gblk;1;2021-07-13 00:42:25;NEGATIF
Sarianta Manalu;Superman;5;2021-07-13 00:40:13;POSITIF
Adelia Ramadhani;Gak bisa login;2;2021-07-13 00:39:30;NEGATIF
Sandy Alpinestar;Bagus banget;5;2021-07-13 00:35:51;POSITIF
Sukra Nugraha;Bagus apk nya;5;2021-07-13 00:32:43;POSITIF
Sintia Maharani;Sangat membantu saat pandemi untuk daring online;5;2021-07-13 00:31:11;POSITIF
Ahmad Hafiz;Bagus bangeeeetttttt;5;2021-07-13 00:30:13;POSITIF
Ulfi Fatmasari;Goodd !!!!!!!!!!!!¡!!!!!!!!!!!!!!!¡!!!!!!!!!!!!!!!!¡;5;2021-07-13 00:29:17;POSITIF
MR X?;Saat aplikasi ini akan di pakai disitulah para murid murid ktar ktir;3;2021-07-13 00:28:36;NEGATIF
Nrl Musl;Burik bgst;1;2021-07-13 00:27:51;NEGATIF
Raka Maulana akbar;Nub;1;2021-07-13 00:27:47;NEGATIF
Cezha Muhammad;Gg;5;2021-07-13 00:27:24;POSITIF
Arshavin Faiz Arisyahputra;Viturnya bagus bangan;5;2021-07-13 00:24:01;POSITIF
Akhtia Khasanah;Untukku tidak boleh 0;5;2021-07-13 00:20:54;POSITIF
Helene Velovein;Hhh;5;2021-07-13 00:15:37;POSITIF
Lilik Suriyani;Sangat bermanfaat untuk kegiatan belajar mengajar daring is the beast .....;5;2021-07-13 00:15:10;POSITIF
Justicia Raihanur Z;Saya harap di hp ada fitur virtual background;4;2021-07-13 00:13:31;POSITIF
Ni luh Sriani;Kak aku mau tau ini aplikasi buat untuk belajar atau tidak kak;1;2021-07-13 00:07:10;NEGATIF
Yosi suryo geming Pro;Jelekk!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!¡!!!!!!!!=!====!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!=!==!=!!!!!!!!!!!!!!!!!!!!!!!!!!?!?!!!!!!!!!!! Opo delol delok! 5;1;2021-07-13 00:07:08;NEGATIF
Fisel Wijaya;Bagus benget tapi kalo donwloat lama jadi aku kasi bintang 3 aja dulu ????????;3;2021-07-13 00:04:26;NEGATIF
Kpopers Kpopers;????????????????????;5;2021-07-13 00:03:09;POSITIF
Clara Andriani;I use this zoom app for meetings but at school I am told to use a defined virtual background. but on my android phone it can't even though the version is sufficient and I've updated it too. please fix.;1;2021-07-13 00:01:19;NEGATIF
Cecilia Leony Florentina;Nice;4;2021-07-13 00:01:08;POSITIF
Al qausar;Bagus nyah;5;2021-07-12 23:59:07;POSITIF
andriokjitiarasped andriokjitiarasped;Wah jelek banget..,........ Tapi boog apk yg sangat bagus+keren Tapi boog gigi lu yg boog;5;2021-07-12 23:57:37;POSITIF
Uun Antoni;??;5;2021-07-12 23:55:50;POSITIF
Rivaldo Ananda;Bagus;5;2021-07-12 23:55:45;POSITIF
UDIN SANTUY;Sumpah gk bisa bisa;1;2021-07-12 23:55:17;NEGATIF
Dewi fitriah Abdulgani;Ok bbuuaaangeeet;5;2021-07-12 23:55:14;POSITIF
6C_21_natanael limpele;5 star jes for yu zum;5;2021-07-12 23:54:43;POSITIF
Benny Tinambunan;Ok;5;2021-07-12 23:52:26;POSITIF
Naila Pratiwi;Bagus banget aplikasinya;5;2021-07-12 23:48:18;POSITIF
Ubadah Nuralim;Bagus, tambahin jg fitur zoom yg lebih bagus lagi;5;2021-07-12 23:48:07;POSITIF
Parmayati Parmayati;Bagusssssss banget;5;2021-07-12 23:47:25;POSITIF
???`;Mantap!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!Ngapain liat kebawah;5;2021-07-12 23:46:27;POSITIF
Aura Gesta;Gak bisa masuk nya, gtw cra nya, susah banget:);2;2021-07-12 23:46:11;NEGATIF
Yuriko Antarina;Bagus aplikasi nya;5;2021-07-12 23:44:52;POSITIF
Nur Wahyuni;Bagus untuk sekolah *_*;5;2021-07-12 23:43:54;POSITIF
bsbt Galuh;Baik;5;2021-07-12 23:39:07;POSITIF
RIFKY_YAHUU;Good;5;2021-07-12 23:38:17;POSITIF
Yutasa Ripanindra;B aj;1;2021-07-12 23:37:07;NEGATIF
Kinanti Ajaa;Bagus......;5;2021-07-12 23:30:26;POSITIF
Terese 78;Ok;5;2021-07-12 23:25:30;POSITIF
Elmira Sakha Pujakirana;Suka bangeet sama apl ini...buat zoom sama guru juga gak lemot and gak putus putus, juga bisa sampai banyak orang lhoo Bisa sampai lebih 200 Orang lho?? Cepetan download aplikasi ini untuk zoom??;5;2021-07-12 23:24:02;POSITIF
Wafaiz;Bikn Susah;5;2021-07-12 23:11:04;POSITIF
Yahanes Lamatokan;Memuaska. Bagus banget aplikasinya;5;2021-07-12 23:10:21;POSITIF
Trubus Subur;Sangat membantu sekolah online;5;2021-07-12 22:57:18;POSITIF
Zerus Manu;Apk baik tpi belum ke dounload;4;2021-07-12 22:48:12;POSITIF
Novalll;Halah gara gara lu gabisa push renk;1;2021-07-12 22:44:34;NEGATIF
Langgeng Susatyo;Sering keluar gak jelas;3;2021-07-12 22:38:02;NEGATIF
Ashley Mandey;Bagus.. Kok;5;2021-07-12 22:34:14;POSITIF
Helmi Hardianto;Ini sudah bagus banget cuman kelemahanya sistem virtual backgrond nya tidk bisa dipkai dihp saya mohon dikembangkan menjadi semua hp android bisa menggunakan virtual backgrond;5;2021-07-12 22:33:00;POSITIF
Rahma dani nur azisah;Bagus;3;2021-07-12 22:11:40;NEGATIF
Khiraniadx Ainur;Ini aplikasi sangat bagussss;5;2021-07-12 22:08:37;POSITIF
Fauzan - Kun;Aplikasi babi, buat susah aja;1;2021-07-12 21:47:42;NEGATIF
Cute Abis;Bagus;5;2021-07-12 21:08:13;POSITIF
Naeza Naeza;??;5;2021-07-12 20:52:32;POSITIF
Ali Yudin;Belum mendukung pengaturan bhs Indonesia. Diperbaharui ya.;3;2021-07-12 20:17:14;NEGATIF
Nur Biyanto;Hapus zoom sekolah tamat;1;2021-07-12 20:09:17;NEGATIF
Fajar Frianto;??????????;4;2021-07-12 19:37:33;POSITIF
Kris gaming;Menggapa tidak terinstal broo????????;1;2021-07-12 19:11:25;NEGATIF
Arlitq Putri;Bagus bgt;5;2021-07-12 18:14:29;POSITIF
Syarief Lutfie;Rutinitas;5;2021-07-12 18:01:20;POSITIF
Kaniya Humayra;3 dlu deh soalnya blm bisa pake background untuk smartphone;3;2021-07-12 17:41:07;NEGATIF
nanda tinahu;oke poli;5;2021-07-12 16:59:09;POSITIF
Zarkasyi Effendi;Kurang bagus;4;2021-07-12 16:52:01;POSITIF
Abung Stiven;Nice;5;2021-07-12 16:43:21;POSITIF
Dermawan Sembiring;Knp gak bisa di download;1;2021-07-12 16:42:49;NEGATIF
Ihlza Rahmadani;Untuk virtual background, saya cuma kurang di GPU. Untuk versi android saya sudah melebihi 8.0. Semoga kedepannya bisa untuk semua versi android;3;2021-07-12 16:41:31;NEGATIF
fayyy;ok bgs sy bsa zoom sm bestiee????;5;2021-07-12 16:37:36;POSITIF
Oktorin Lamondja;Sangat baik;5;2021-07-12 16:26:49;POSITIF
Muhammad Imran;Ok;5;2021-07-12 16:24:56;POSITIF
Sira Juddin;Suara nya sering ptus2;3;2021-07-12 16:10:48;NEGATIF
Radi Rustandi;Lumayan bagus.. cuma agak sedikit rumit penggunaan nya .. kurang simpel.dan penggunaan virtual latar blakang blom bisa digunakan...;4;2021-07-12 16:09:27;POSITIF
Titin Dachi;Good application... Thanks;5;2021-07-12 16:06:26;POSITIF
Parissa parissa;Bagus dan berkualitas;1;2021-07-12 15:54:41;NEGATIF
Ricwan Priadi Tondang;Mantab;5;2021-07-12 15:31:17;POSITIF
Elhamin Elhamin;Baik;5;2021-07-12 15:29:52;POSITIF
Aditya Maulana;Ok;5;2021-07-12 15:22:00;POSITIF
Sarif Hidayat;Mencoba;4;2021-07-12 15:20:53;POSITIF
asep saepudin;Ni ceeee;5;2021-07-12 15:19:21;POSITIF
Ajeng Gita Pitaloka;Bagus banget apknya untuk virtual;5;2021-07-12 15:19:05;POSITIF
Darren;Berkali2 tdk bs sign up..huft;3;2021-07-12 15:19:00;NEGATIF
Tiwi Ananta;Ok;5;2021-07-12 15:18:05;POSITIF
AngelMarischa Anjeli;Gimana mau buka link pake zoom kok masuknya ke browser terus gmana sih;3;2021-07-12 15:12:38;NEGATIF
bybel setyo;Napa nggak da backhrounf;3;2021-07-12 15:11:36;NEGATIF
Indra Syaputra;Bagus sekali;5;2021-07-12 15:06:29;POSITIF
Nabil Ivander sabian;Bagus banet;3;2021-07-12 15:04:34;NEGATIF
banns;gg;5;2021-07-12 15:03:47;POSITIF
Malik Ridwan;Blokir aja nih apk..biar gk ada skolah online;1;2021-07-12 14:59:51;NEGATIF
Jeston Alberto;Melakukan video call atau meeting lebih enak. Viturnya juga tidak membuat orang bingung, mantaapp;4;2021-07-12 14:58:14;POSITIF
Nabilah Iftinah Adha;Trimakasih zoom km sangat berjasa bagi kami;5;2021-07-12 14:53:45;POSITIF
Siti Maryam;Knpa di hp saya tidak bisa di instal;1;2021-07-12 14:45:17;NEGATIF
Mhmmd Rehan;Kenap gak bisa dounlowt;5;2021-07-12 14:40:23;POSITIF
Aizerr H;membagongkan;1;2021-07-12 14:36:21;NEGATIF
Ngatmi Yati;Baik Terima kasih;5;2021-07-12 14:34:37;POSITIF
Shazfa Shezan;Jelek;5;2021-07-12 14:33:02;POSITIF
Ambo Hata;Bagus;5;2021-07-12 14:23:13;POSITIF
MOGI DRI RACHMANTO;Tolong untuk di update agar semua android bisa menikmati vitur baground;4;2021-07-12 14:18:40;POSITIF
egi tasyara;Baru mau cobak aj;5;2021-07-12 14:14:28;POSITIF
Kisa Bella;Knp saya gada baground nya pdhl udh ngikutin arahan smua nya;3;2021-07-12 14:10:48;NEGATIF
Syaiful A;Akun saya jadi eror, dan tdk berfungsi dgn baik. Gara2 hacker atau keamanannya todak bagus, -_ (sebelumnya) Sekarang - Udah bagus dan untuk keaman data oke banget.;4;2021-07-12 14:05:17;POSITIF
Dimasarlodjie channel;Mohon pihak developer untuk mengganti bahasa dengan bahasa indonesia karena banyak yang tidak bisa memahami bahasa inggris terima kasih;4;2021-07-12 14:03:12;POSITIF
Ahmad Afandi;like;4;2021-07-12 14:03:10;POSITIF
Rizka Ayu;Apkny bgus bgtt !! Aplgi buat online school ????!! Jgn lupa dw apk in uu!!??;5;2021-07-12 14:03:06;POSITIF
agoenk Ganal;One of The best way to discuss each other @ differrent place;5;2021-07-12 14:03:05;POSITIF
Alfanis 0606;Sangat bermanfaat sekali;5;2021-07-12 14:00:28;POSITIF
Naila Cahaya Putri X IIS 3;Knp nggk bisa di download;1;2021-07-12 13:58:58;NEGATIF
