,content,score,English
1357,GREETINGS FROM THE HEART OF THE UNIVERSE,5,GREETINGS FROM THE HEART OF THE UNIVERSE
1358,Aman,5,Safe
1359,Aplikasi Ini Sangat membantu Untuk Presensi Sekolah terimakasih.,5,"This application is very helpful for school attendance, thank you."
1360,add landscape feature please :),4,add landscape feature please :)
1361,Goodreads,4,Goodreads
1362,Aplk yang sangat luar biasa,5,Very awesome apk
1363,Bermanfaat bgt. Terima kasih sudah menciptakan apk ini. Sukses selalu buat team,5,Very useful. Thank you for creating this apk. Success always for the team
1364,Bagus,1,Good
1365,Aplikasi Babi,1,Pig App
1366,Good,4,good
1367,Tidak bisa bergabung saat membukanya dan hanya muncul menyiapkan trus,1,Can't join when opening it and only appears setting up then
1368,Huuuhuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu jelek aplikasi haram,1,Uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu bad bad app
1369,Sangat jelek karena baru masuk lang sung keluar mohon untuk di perbaiki,1,"It's very bad because it just came in straight out, please fix it"
1370,Ok mantap,5,Ok steady
1371,Mantul banget,5,Very good
1372,Kenapa sih hrus meminta persetujuan masuk room kan udah ada kodenya tinggal langsung masuk ngga usah pake persetujuan host ribet dosennya gamau acc katanya mager,1,"Why do you have to ask for approval to enter the room, there is already a code, you just need to enter, you don't have to use the host's approval, the lecturer doesn't want the acc, he says it's slow"
1373,????????????,5,????????????
1374,Gued,5,Guide
1375,Kalian downod ff gk guru di downod lah ini gw gk nyembah geme tapi tanya,5,"You guys downod ff, didn't the teacher down here, I don't worship the game but ask"
1376,Makasi yah aplikasiny,4,Thank you for the app
1377,Aplikasi ini tidak layak lagi,1,This app is not feasible anymore
1378,Aplikasi bagus,5,Nice app
1379,Gaya,5,Style
1380,kenapa saya beri bintang 5 karena google meet bisa vc kayak di wass ap dan bisa daring di sekolah,5,why am i giving 5 stars because google meet can be vc like on wass ap and can be online at school
1381,"Paling mudah digunakan, dan menampung lebih banyak orang",5,"Easiest to use, and accommodate more people"
1382,Wow,4,Wow
1383,Gatau males mau beli keong,5,I don't know how to buy snails
1384,Good,5,good
1385,"Knapa ya setelah di update kok makin jelek ya? Apk kadang suka keluar sendiri, padahal sinyal di hp saya bagus dan kuota OK. Tolong diperbaiki lagi ya pihak Google Meet. Pembelajaran sy jadi terganggu karna apknya suka keluar sendiri......",1,"Why is it that after the update, why is it getting worse? The apk sometimes likes to go out by itself, even though the signal on my cellphone is good and the quota is OK. Please fix it again, Google Meet. My learning is so disturbed because the apk likes to come out by itself......"
1386,Jelek Tapi bohong hayuk bagus baget,5,"It's ugly, but it's a lie, it's really good"
1387,"pelayanan kurang puas, pesen nabati yang di antar nasi goreng ??",1,"unsatisfied service, order vegetable that is delivered with fried rice??"
1388,bagus,5,good
1389,Ok,5,Ok
1390,Cukup bagus,4,Quite good
1391,Bener² Membantu?????? Tapi Sy Gak Ngerti,5,Really Help??????? But I don't understand
1392,Bantu banget sih ini karna saya juga sering ikut ibadah atau rapat online ya jadi sangat membantu,5,"This really helps because I also often attend worship or online meetings, so it's very helpful"
1393,Aplikasi ini sangat bagus saya jadi busa meet sama teman saya,5,"This application is very good, so I can meet my friends"
1394,Bagus,5,Good
1395,Sangat bagus saya terbantu saat belajar dirumah,5,It's very good that it helps me when studying at home
1396,"Untuk menyambung tali silaturahim, sangat cocok namun apk makan MEMORY gedhe",5,"To connect the relationship, it is very suitable, but the app takes up a lot of MEMORY"
1397,ini jelek bangett tabi bohong ini bagus bangettttttr,5,this is really bad tabi lying this is really goodttttr
1398,bagus banget karna saya bisa sekolah ofline jadi saya gak panik deh,5,really good because I can study offline so I don't panic
1399,Alhamdulillaah... Daring selalu lancar menggunakan aplikasi ini.,5,Alhamdulillaah... Online always smooth using this application.
1400,Menurut saya sangat berguna untuk digunakan VCAL sekolah,5,I think it's very useful for school VCAL use
1401,malas udah donload masih gak masuk,1,lazy to download it still doesn't come in
1402,Tampilannya kalo di hp cuma dikit beda Ama di laptop,4,The appearance on the cellphone is only slightly different from the one on the laptop
1403,Meresahkan,1,Unsettling
1404,Sangat membantu anak sya sekolah PJJ??,5,Is it really helpful for my child to go to PJJ school??
1405,Oke,5,Okay
1406,Apiksss bingitssss,5,Apiksss bingitsss
1407,Bagus,5,Good
1408,Mantap jaya????????????,5,Well done ????????????
1409,Rusak ni apk,5,This apk is broken
1410,Sebenarnya sdh bagus sih tapi knp suara mic ku terkeluar? Padahal aku sdh mute. Tolong perbaiki secepatnya,4,Actually it's good but why is my mic sound coming out? Even though I've been muted. Please fix asap
1411,Ok,3,Ok
1412,Good,5,good
1413,Bagus,5,Good
1414,???,1,???
1415,VERY GOOD.,5,VERY GOOD.
1416,Trimakasih untuk aplikasi ini Sangat membantu saya selama kulia online ini,5,Thank you for this application It really helped me during this online lecture
1417,Sangat menarik,5,Very interesting
1418,Membantu,4,Help
1419,"Knp fiturnya tdk bisa berlaku di hp sy,mksdnya fitur menambahkan background blurr tdk bisa knp ya tolong diperbaiki ??",3,"Why doesn't the feature work on my cellphone, that means the feature adding background blurr can't, why can't it be fixed, please?"
1420,Ok,4,Ok
1421,Ok,5,Ok
1422,lmotttt,5,lmottt
1423,Bagua,5,Bagua
1424,"Lebih nyaman versi lama??. Jadi tidak sulit kalau mau lihat satu persatu partisipan. Kalau versi baru, lebih rumit dan tidak nyaman??. Kalau bisa versi barunya untuk melihat partisipan seperti versi lama.",2,"More comfortable old version??. So it is not difficult if you want to see the participants one by one. If the new version, more complicated and inconvenient??. If possible, the new version will see participants like the old version."
1425,Good,5,good
1426,Bagus,5,Good
1427,Bagus,5,Good
1428,Link dan kode meetnya nga bisa kebuka .sdh 8 pelajaran ngak masuk gara² goegle meet.udh di updte juga,1,"The link and the meet code can't be opened. After 8 lessons, I didn't enter because of the Google Meet. It's been updated too"
1429,Dip,4,Dip
1430,kenapa saya sudah mengaktifkan mic tetapi suara saya tidak terdengar padahal sinyal baik baik saja,1,why have I turned on the mic but I can't hear my voice even though the signal is fine
1431,keren!!!!!!,5,cool!!!!!!
1432,Aman aja kok,4,Are you safe?
1433,Aneh,1,Strange
1434,BAgus,5,Good
1435,"Yyyyxxy good app, next bikin konten : 24 jam belajar Sama Jessica jane",4,"Yyyyxxy good app, next time make content: 24 hours of study with Jessica jane"
1436,Jrg pake. Google meet,3,Jr. wear. Google meet
1437,Aku:Bagus sekali ibu aku belajar sekolah dengan tidak rajin jadi biarkan aku bermain game ibu Ibu:oh tidak apa anaku Ibu:bolos aja nak,5,Me: It's good mom I study school not diligently so let me play the game Mom Mom: oh it's okay my son Mom: just skip it kid
1438,layar presentasi tidka mau tampak di mode orientasi potret hape,3,presentation screen won't appear in phone portrait orientation mode
1439,Udh open mic tpi gak ada suara saat presentasi sekolah apk sampah,1,I have opened the mic but there is no sound during the school presentation. apk trash
1440,Nagus,4,Good
1441,Aplikasi ini jelek bangetttt !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!???? Tapi bohong hayuk aplikasi ini berguna loh kalo gak donlowad kesel nanti,1,"This app is really bad!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! But it's a lie, let's say this application is useful, if you don't download it, you will be annoyed later"
1442,Awal nya bagus makin update update nya bikin ribet dan meresahkan,2,"The beginning is good, the more updates, the updates make it complicated and disturbing"
1443,Terimakasih,5,Thank you
1444,Dev Dodo Masa Karena Saya Manusia Purba saya tidak ikut meeting GM Padahal Saya Mau Belajar dek dek huhuuhhu :(,2,"Dev Dodo Masa Because I'm an Ancient Human I didn't attend the GM meeting even though I wanted to learn, huhuuhhu :("
1445,Ok,5,Ok
1446,Baik untuk untuk orang dewasa pelayanan film dex.,5,Good for for adults dex movie service.
1447,Bagus sekali,5,Very good
1448,Bad update,3,Bad updates
1449,Mantap,5,Great
1450,saya menyukai Aplikasi ini,1,i like this app
1451,Pk,5,pk
1452,Good...aplikasi...,5,Good...application...
1453,Lama lama meet kurang baik,3,Long time meeting is not good
1454,Kok saya tidak ada tanda untuk upgrade Google meet? saya masih Google Meet yang lama,3,How come I don't have a sign to upgrade Google meet? I'm still the old Google Meet
1455,Luar biasa,1,Extraordinary
1456,Aplikasi tembelang,1,tembelang app
1457,Iy,5,y
1458,Di update kok makin buat ngelag,1,How come the update makes it more laggy
1459,"Sebener nya apk nya bagus cuma tolong di saat sedang melakukan googel meet jgan terus"" san minta ulasan berbintang ini jadi sangat menggangu pengguna.?? Sya jadi keluar masuk terus menersu",3,"Actually the apk is good, just please when you are doing google meet, don't keep asking for this star review so it really annoys users.?? I keep going in and out"
1460,Terps karena harus ??,5,Terps because you have to??
1461,"Apk ini bagus, q suka",5,"This app is good, I like it"
1462,Gara gara aplikasi ini saya mengerjakan tugas,1,Because of this application I'm doing my homework
1463,Jelek bro,1,Ugly bro
1464,Wah bagus banget aku butuh untuk daring,5,Wow that's great I need to go online
1465,Kenapa saya tidak bisa mengubah latar belakang?padahal sebelumnya bisa,2,Why can't I change the background? Whereas before I could
1466,"Aplikasi nya sangat membantu dalam pelajaran sekolah saya, terima kasih.",5,"The application is very helpful in my school lessons, thank you."
1467,Suka error dan masih banyak bug,2,Like errors and there are still many bugs
1468,Ini aplikasi aneh banget massa mau masuk harus izin dulu kalau g kenal sama anak murid nya kan ga di izinin,1,"This is a very strange application, if you want to enter, you have to get permission first, if you don't know the students, it's not allowed"
1469,"Tapi sekarang saya update blm bisa, padahal saya harus masuk meet dgn guru nih",5,"But now I can't update, even though I have to go to a meeting with the teacher"
1470,Bagus,5,Good
1471,Google meet sangat penting untuk aku belajar,5,Google meet is very important for me to study
1472,Ehh,5,Eh
1473,Nyesel,1,regret
1474,??,4,??
1475,setelah 30 detik kemudian saya log out lagi dari meeting,1,after 30 seconds later I log out again from the meeting
1476,Menggokil ??????,1,Hilarious ???????
1477,Gabut,1,Peat
1478,Lumayan iso dinggo miting mitingan,4,Not bad iso dinggo mitingan mitingan
1479,Sangat bagus,5,Very good
1480,:v,1,:v
1481,Semoga bagus,5,Hope it's good
1482,Apk apaan sih saya sudah download ulang dari tadi tetap aje gk bisa tolong lah,1,"What the hell, I've re-downloaded it from earlier, but I can't help it"
1483,Susah masuk,1,Difficult to enter
1484,Lebih bagus kalo bahasa Indonesia dari pada Malaysia kurang rapi,5,It's better if Indonesian than Malaysian is not neat
1485,terimakasih kami terbantu sebab ini yg terbaik....,5,thanks we helped because this is the best....
1486,Mantap,5,Great
1487,Pakai Bahasa ???? ???????,1,Use Language ???? ???????
1488,"Astaghfirullah,berdosaa anda yang buat apk ini,kenapa nga di tambah Fitur efek sih astaga",4,"Astaghfirullah, it's a sin for you to make this apk, why didn't you add the effect feature, gosh"
1489,Saya adiva khnsa umur 9 Kelas 3 aku kalok meet tapi kalok meet knp harus pakek link ya,4,"I'm Adiva khnsa, I'm 9 Grade 3, I'm supposed to meet, but when I meet, why do I have to use a link"
1490,membantu dalam pembelajaran,5,help in learning
1491,Google meet emang she the beast for lets,5,Google meet is she the beast for lets
1492,"Aplikasi nya bagus kok, tapi suaranya sering bergema. Dan suka keluar dari aplikasi nya sendiri, mohon diperbaiki ya developer ??????",4,"The application is good, but the sound often echoes. And like leaving the application itself, please fix it, developer ???????"
1493,Saya baru ngasi bintang 4 karna sy baru downlod nanti klo sudh dan aplikasi ini bagus saya akan mengasi bintang 5 mks,4,I just gave 4 stars because I just downloaded it later when it's finished and this application is good I will give 5 stars thanks
1494,Bagus,5,Good
1495,Bagus,5,Good
1496,Bagus,5,Good
1497,Terbaik,5,Best
1498,Yang kesini karena itu ia juga bilang ya,5,The one who came here because of that he also said yes
1499,Ok,5,Ok
1500,Goooooooood,5,Goooooooood
1501,"Setiap on kamera selalu keluar dari room nya, gak nyaman banget, enak pake zoom meeting",1,"Every time the camera is on, it always comes out of the room, it's not very comfortable, it's good to use zoom meetings"
1502,Bagus,5,Good
1503,Aplikasi bagus..,5,Nice app..
1504,Cukup membantu..!!!,4,Quite helpful..!!!
1505,"Mantaaps, bermanfaat",5,"Nice, useful"
1506,jelek mau masuk aja susah banget padahal udah pake email ku tapi gk bisa udh berkali kali dicoba,1,It's bad that it's really hard to enter even though I've used my email but I can't I've tried many times
1507,Ok,5,Ok
1508,Kereennn,5,Cool
1509,Bagus,5,Good
1510,Ok,5,Ok
1511,Bagus,5,Good
1512,Mantaap ini aplikasinya,4,This app is great
1513,Sangat membantu sekali tanks,4,"Very helpful, tanks"
1514,Ok,5,Ok
1515,Goreng patut,2,Fried properly
1516,Jelek,1,Bad
1517,Aplikasi ini bagus apa lagi kalau Offline kagak ngabisin Kuota jadi saya kasih bintang 3 saja,3,This application is good what else if Offline doesn't use up quota so I only give 3 stars
1518,Cukup Bagus,5,Quite good
1519,Mantapp,4,great
1520,??????????????,5,????????????????
1521,Goggle meet.,5,Google meet.
1522,Kenapa ketika oncam suka keluar sendiri ??,4,Why when oncam likes to go out alone??
1523,Baik,5,Well
1524,Kadang kadang suara ku gak kedengaran sama suara nya patah patah padahal gambar nya bagus,1,Sometimes my voice doesn't sound like the sound is broken even though the picture is good
1525,Aplikasi nya terlalu bagus jadi saya kasih rating 6,1,The application is too good so I give a rating of 6
1526,Bagus,5,Good
1527,Jelek apknya,1,Bad apk
1528,Mau cobs,4,want cobs
1529,Membantu aku belajar,5,Help me study
1530,Oke,5,Okay
1531,Bagus asik,5,nice cool
1532,Mantul,5,Really good
1533,Kurang bagus,3,Not good
1534,"Apliksi Google Meet ini belum pernh sy gunkn.,coz untuk msuk ke'almtny sj sudh sush.,pdhl apliksi tsb untuk keperluan school q.,&tolong jngn bnyk tmpiln iklan.",2,"I've never used this Google Meet application.,coc to enter the late school, it's already sush.,pdhl the application is for school purposes q.,&please don't show too many ads."
1535,"Sudah bagus tapi tolong notifikasi tentang anggota yang bergabung maupun keluar baiknya diblurkan, supaya tidak menutup tampilan. Notifikasinya agak mengganggu tampilan presentasi.",2,"It's good but it's better if notifications about members joining or leaving are blurred, so they don't close the view. The notification is a bit distracting from the presentation."
1536,Lebih bagus dibanding zom,5,Better than zoom
1537,"Karna saya baik hati,,,blm tk coba ja sdh tk ksh bintang 5. ??????",5,"Because I'm kind,,, haven't tried it yet, thank you for 5 stars ???????"
1538,Good,4,good
1539,bagus ko apknya saya suka,5,how good is the apk I like it
1540,????????????????????????,5,????????????????????????
1541,"Susah banget sih di instal aplikasi nya, padahal sinyal full",1,"It's really difficult to install the application, even though the signal is full"
1542,Bagus ??,5,Good ??
1543,aplikasinya bagus banget kok bisa untuk meet bersama teman o iya perkenal kan nama saya :RAMA Í?WÂ?ÝÀH Pu??á,5,"the application is really good, how come it can be used to meet with friends, please introduce my name: RAMA ?WÂ?ÝÀH Pu??á"
1544,masak udah klik link tapi gabisa join. eror mulu,1,I've clicked on the link but I can't join. big error
1545,Aku download nya dadakan karna ada meeting di sekolah online sumpah capek banget lier,1,"I downloaded it suddenly because there was a meeting at the online school, I swear, I'm really tired"
1546,Baik,5,Well
1547,Bagus oke,5,good ok
1548,Bagusss banget.??????????:) :) :D:D,5,Very good.??????????:) :) :D:D
1549,Download na susa loding terus,1,Download and keep loading
1550,Apk nya bagus,5,The app is good
1551,????????????,5,????????????
1552,Sangat membantu aktifitas,4,Very helpful activity
1553,Assalamu'alaikum warahmutallahi wabarakatuh saya ingin kasih tau kalau ini aplikasinya bgs banget harus di donwlod ya kalo gak ntr rugi terima kasih wasalamu'alaikum warahmutallahi wabarakatuh,5,"Assalamu'alaikum warahmutallahi wabarakatuh I want to let you know that this application is really good, you have to download it, if you don't, you will lose, thank you wasalamu'alaikum warahmutallahi wabarakatuh"
1554,Google ini sangat lama loading terus susah di donglowad lama bangetttttttttttttttttt??,3,This Google takes a long time to load and then it's hard to download for a very long time tttttttttttttttt??
1555,"Sebenarnya sudah bagus. Namun kemarin pas saya sedang ikut webinar via google meet, tiba"" muncul gambar dan video tak senonoh. Apakah mungkin di-hack atau bagaimana, krn jelas hal tersebut mengganggu jalannya webinar dan membuat peserta tidak nyaman. Nama pengguna yg menyebarkan gambar tersebut bukan nama org Indonesia, melainkan nama asing. Mohon ditingkatkan lg utk keamanannya. Terimakasih.",4,"It's actually been good. But yesterday when I was participating in a webinar via google meet, suddenly obscene pictures and videos appeared. Is it possible to hack or what, because it is clear that this interferes with the course of the webinar and makes participants uncomfortable. The name of the user who shared the image is not the name of the person Indonesia, but a foreign name. Please improve again for security. Thank you."
1556,good,5,good
1557,"Sinyal bagus, buka apps lain lancar jaya. Giliran buka apps ini, loading bisa nyampe sejam. Udah clear cache, clear data sama aja gaada perubahan wkwk.",1,"Good signal, open other apps smoothly. It's your turn to open these apps, loading can take up to an hour. I've cleared the cache, clear the data, there's no change, wow."
1558,Ayo dondlot membuat kita vc bareng loh ayo,5,"Let's dondlot make us vc together, come on"
1559,Need pinned meeting ID which often we use... or a list of meeting ID that we used before...,5,Need pinned meeting ID which often we use... or a list of meeting ID that we used before...
1560,Bermanfaat bgus,5,Very useful
1561,Kasih bintang 1 murid,1,Give 1 star student
1562,Jos,5,Jose
1563,I gonna play with this so cool reallyyyyy,5,I gonna play with this so cool reallyyyyy
1564,Apk ini sangat bacot,1,This apk is very dirty
1565,Keren,5,Cool
1566,"hayy , untuk google meet makasii yaa, berkat apk ini saya bisa mengikuti pembelajaran daring secara virtual ihihi . harapan saya pada apk ini agar bisa menampung lebih banyak peserta yaa , tingkatkan performa nya juga okee??.",5,"Hey, for Google Meet, thanks, thanks to this apk, I can take online learning virtually, lol. I hope that this apk can accommodate more participants, okay?"
1567,"Fiturnya tidak merata di semua hp. Padahal hp saya prosesor, ram, serta memory internal sangat mencukupi untuk mendapatkan fitur blur background tetapi saya tidak mendapat fitur tersebut. Mohon diperbaiki",1,"The features are not evenly distributed on all cellphones. Even though my cellphone has a processor, ram, and internal memory that is sufficient to get the background blur feature but I don't get this feature. Please fix"
1568,Aplikasi ini jelek tapi!!!! Boong hayuk,2,This app is ugly but!!!! Boong hayuk
1569,Sering ga muncul layarnya,2,Often the screen doesn't appear
1570,Oke,5,Okay
1571,Videonya terang,5,Bright video
1572,"Kok sering keluar sendiri, lagi meeting juga.. Pas lagi penting keluat sendiri mulu",2,"How come you often go out alone, in a meeting too... When it's important to go out alone first"
1573,"TOLONG DITAMBAHKAN FITUR RIWAYAT, JANGAN HANYA ADMIN SAJA YANG BISA MELIHAT",1,"PLEASE ADD HISTORY FEATURE, DON'T ONLY ADMIN CAN SEE"
1574,??,1,??
1575,membantu say,5,help me
1576,Mantaplah,5,great
1577,terima kasih,4,Thank you
1578,Not good,2,not good
1579,"Aplikasi yang sangat membantu sekali, selama pandemi aplikasi ini yang membantu saya sekolah online",5,"A very helpful application, during this pandemic this application helped me go to school online"
1580,Mantap,5,Great
1581,lambat merespon,1,slow to respond
1582,Sangat membantu.. ??????,5,Very helpful.. ??????
1583,kok kadang-kadang suka keluar sendiri sih :( . Tapi tetep ku kasih bintang 5 kok,5,How come sometimes I like to go out alone :( . But I still give 5 stars
1584,Sedeng!!,2,Shallow!!
1585,Saya suka banget aplikasi ini sangat bagus,5,I really like this app it's very good
1586,Good,5,good
1587,Bagus banget bermanfaat soalnya sy sekolah pke google meet,5,"Very good, it's useful because I use google meet for school"
1588,baguuuuuuuuuuuuuussdsssddsssds beeeeeeetttttssssd,5,baguuuuuuuuuuusssssddsssds beeeeeeeetttttssssd
1589,Semua video jadi hitam ketika menggunakan kamera ataupun lagh wifi dan juga black screen pas WiFi lagh,1,All videos go black when using the camera or wifi lagh and also black screen when WiFi lagh
1590,Bagus,5,Good
1591,Bagus,5,Good
1592,Oke,5,Okay
1593,"Banyak sekali masalah yang saya alami, contohnya : pada saat guru/murid on mic, kenapa suara mereka kecil banget bahkan sampe tidak kedengeran. Tolong diperbaiki, Terimakasih",1,"I have experienced many problems, for example: when the teacher/student is on the mic, why are their voices so low that they can't even be heard? Please fix, Thank you"
1594,Bagus,5,Good
1595,Wulan,1,Wulan
1596,Jangan di download,1,Don't download
1597,"Kenapa sekarang sulit masuk? Padahal saya pakai kuota kemendikbud dan masih banyak,namun sekarang ini sulit untuk masuk.Tolonglah di fix saya jadi sulit",2,"Why is it so hard to get in now? Even though I use the Ministry of Education and Culture's quota and there are still many, but now it's difficult to enter. Please fix it, it's so difficult"
1598,"Gak bisa pake headset, headphone berkabel dan bluetooth earphone, headphone, berisik kalo gak pake itu orang keganggu jadinya:( Mohon ada untuk update dari kesalan nya jadi tidak ada semoga dibaca, dilaksanakan",1,"Can't use a headset, wired headphones and bluetooth earphones, headphones, it's noisy if you don't use it, people will get annoyed :( Please be there for an update from the error so it's not there, hope it's read, implemented"
1599,Kenapa ditempat saya tidak bisa efek blur pada saat meet,3,Why can't there be a blur effect at my place at the meet
1600,"Bagus banget ni aplikasinya buat sekolah,kerja,dll jadi cocok",5,"This is a really good application for school, work, etc., so it's suitable"
1601,Cocok buat vicon belajar Thx,5,Suitable for learning vicon Thx
1602,"Google meet memang canggih.tapi kalo memberi petunjuk jangàn di putar""",5,"Google meet is sophisticated, but if you give directions, don't play it"""
1603,Sangat bagus,2,Very good
1604,??????,5,??????
1605,Hasil video gelap di sony xz1. Tolong kasih setting brightness manual. Karena yg bikin sony xz1 kurang ahli.,1,Dark video results on sony xz1. Please give manual brightness setting. Because what makes sony xz1 is less expert.
1606,Baguss,4,nice
1607,Aplikasi ini sangat membantu saya kalian juga harus menginstal aplikasi ini dijamin mantap dah,5,"This application is very helpful for me, you guys also have to install this application, it's guaranteed to be steady"
1608,penyimpananya bisa di kuragi?,1,Can storage be reduced?
1609,Burikkk,1,Burikkk
1610,Akan sangat bagus jika bisa menggunakan background saat menggunakan hp,4,It would be great if you could use the background when using a cellphone
1611,??????,5,??????
1612,bagus,5,good
1613,"Nice, This is very useful for me when there is a lecture or if I want to make a video with my dear family?????",5,"Nice, This is very useful for me when there is a lecture or if I want to make a video with my dear family?????"
1614,Bagus Sekali,5,Very good
1615,Tidak bisa gabung meeting knp yaa,1,"Can't join the meeting, why?"
1616,Bagus,5,Good
1617,Gak jelas,1,Not clear
1618,"Males banget ahh elah, masa pas masih pelajaran tiba tiba keluar sendiri gak jelas tolong perbaiki ,baru gw kasih bintang 5",3,"I'm really lazy ahh lah, when I was still studying, it suddenly came out on its own, it's not clear, please fix it, I'll just give you 5 stars"
1619,Mebantu,5,Help
1620,Bagus aplikasi nya,5,It's a good app
1621,Ok,5,Ok
1622,Semakin di-update semakin sulit masuk room kelas. Dahlah apk ga guna,1,"The more it is updated, the more difficult it is to enter the classroom. By the way, the apk is useless"
1623,aplikasi setan,4,devil app
1624,Au gua bingung,1,Oh I'm confused
1625,Aplikasi ini bagus banget,5,This app is really good
1626,Terlalu banyak menggunakan kuota . mending discord,1,Using too much quota. better discord
1627,Jelek on cam malah berhenti sendiri... Booo tidak bagus kawan oi dev.. Sampah app mu. >:v,1,Ugly on cam even stops by itself... Booo not good oi dev friends.. Your app trash. >:v
1628,Bgs,5,Bgs
1629,"Maaf, saya mengalami kendala dimana notifikasi orang yang bergabung dan keluar itu muncul terus menerus, hal ini sangat mengganggu. Padahal orang-orang di dalamnya masih tetap sama tidak kurang atau lebih. Mungkin bisa untuk diperbaiki terima kasih.",3,"Sorry, I'm having problems where notifications of people joining and leaving appear continuously, this is very annoying. Even though the people in it are still the same no more or less. Maybe it can be fixed, thank you."
1630,Di donloadnya susah,1,It's hard to download
1631,"Hay, aplikasi ini bagus^^ bisa untuk meet bersama keluarga/teman/ utk sekolah... Tapi aku agak kecewa karena tampilan di hp sama di laptop beda?? trus di hp cara ngedit backgroundnya itu gimana?????? masa bisanya cuma di laptop?? tolong di perbaiki yaa Sekian...??",4,"Hey, this app is good^^ it can be used to meet with family/friends/ for school... But I'm a bit disappointed because the display on my cellphone is the same on a different laptop?? Then on the cellphone, how do you edit the background????? usually only on the laptop?? please fix it ok?"
1632,Bagus sekali sangat membantu,5,Very good very helpful
1633,Belajar online dengan video cool,5,Learn online with cool videos
1634,Bagus,5,Good
1635,"belajar mluu, kapan pinter nya",2,"learn first, when is smart"
1636,Untuk mempermudah class meting dari grup sekolah,5,To facilitate the class meeting of the school group
1637,Bagus banget,5,Really good
1638,bagus,5,good
1639,Coba dulu,3,Try first
1640,Bagus banget bisa sekolah daring,5,It's great to be able to study online
1641,Wih keren d Sih,5,Wow that's cool
1642,Nice,5,nice
1643,"Gw kgk tau gimana hasilnya, soalnya disuruh guru buat instal aja gitu",1,"I don't know what the results were, because the teacher told me to just install it"
1644,Sering keluar banyak iklan,1,Often comes out a lot of ads
1645,Good,4,good
1646,Gila bagus banget,5,Crazy good
1647,Ini sagat bagus sekali,5,This is really good
1648,Siip,5,Siip
1649,Walpeper nya td ada sekarang ilang kek mana kau,3,"The wallpaper was there, now it's gone, where are you?"
1650,Bagus aplikasinya????,4,Good app????
1651,Macet macet,3,Traffic jam
1652,Ok,5,Ok
1653,??,5,??
1654,Mantap,5,Great
1655,jelek banget,5,really ugly
1656,Bikin ngantok apk nya jelek kurang bahus,1,"Makes you sleepy the apk is bad, it's not good"
1657,Dah download eh bukannya masuk ke Google meet malah masuk browser,1,"Already downloaded, instead of going to Google meet, you enter the browser"
1658,"Keluhan saya sama dengan tadeus, kalau penasaran coba scroll aja sat",2,"My complaint is the same as Tadeus, if you're curious, just try scrolling"
1659,Apk ini sangatlah bagusssssss,5,This apk is very goodsssss
1660,Sangat membantu,5,Very helpful
1661,Sekola,5,School
1662,Aplikasi bagus bisa jalan di latar belakang (jadi kalau bosan meet bisa buka yang lain :) ),5,"A good application can run in the background (so if you are bored, you can open another one :) )"
1663,Aku mau aja kasih bintang 1 :v,1,I just want to give 1 star :v
1664,KENAPA SAYA TIDAK BISA NGUBAH LATAR BELAKANG WOY!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1,WHY CAN'T I CHANGE THE BACKGROUND WOY!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!
1665,Aplikasi ini sangat berguna saat pandemi ini,5,This application is very useful during this pandemic
1666,Good,5,good
1667,Males gm,1,lazy gm
1668,Seru,5,Exciting
1669,Matap sangat bermanfaat,5,Matap is very useful
1670,Saya benci apk ini gara gara apk ini saya jadi harus sekolah online,1,I hate this apk because of this apk I have to go to school online
1671,Fit,5,Fit
1672,Good job,5,Good job
1673,Bagus dan membantu,4,Nice and helpful
1674,Kok gak bisa pecet izinkan si? Besok saya mau rapat,1,Why can't you squeeze the permit? Tomorrow I have a meeting
1675,"Aplikasi sering keluar rapat sendiri, mohon diperbaiki, kesalahan ini sangat mengganggu",1,"The application often exits meetings by itself, please fix it, this error is very annoying"
1676,Aplikasi nya bagus memuaskan saya dalam belajar,5,"The application is good, it satisfies me in learning"
1677,Makiiiin,5,Makiiiin
1678,"buat video sm audio udh bagus, cmn klo bisa yg di hp juga bisa ditampilin semua pesertanya kyk di laptop gt",4,"it's good for video and audio, what if it's possible on a cellphone, all participants can be displayed like on a laptop, gt"
1679,"Setelah update jadi suka keluar sendiri saat menyalakan kamera di hp, saya ingin tampilan Hp di sama kan dengan laptop agar bisa melihat semua peserta meet",2,"After the update, I like to go out on my own when I turn on the camera on my cellphone, I want the appearance of the cellphone to be the same as the laptop so I can see all the meet participants"
1680,Keren aplikasinya fiturnya juga bagus hape juga ga panas pake google meet??????????,5,"Cool, the application features are also good, the phone doesn't heat up using Google Meet???????????"
1681,Okey,4,okay
