userName;content;score;at;Nilai;;;
Mela Kristantiwi;Tambahkan fitur Auto Admit;3;2021-05-02 17:02:39;NEGATIF;;;
Lutfi cahaya Rizky;Males meet disuruh pake seragam;1;2021-05-02 15:19:21;NEGATIF;;;
099 Amrullah Algifari;Nice... Keep improving;5;2021-05-02 14:47:25;POSITIF;;;
Emma Puspita;Pilot;5;2021-05-02 14:36:16;POSITIF;;;
iceu irawati;Good;5;2021-05-02 13:38:54;POSITIF;;;
joana giovani;Bagus dan dapat membantu murid dan guru untuk mengajar selama online .;5;2021-05-02 12:27:50;POSITIF;;;
Linda Karolina Simbolon;Kenapa kalau ngeklik link jadi loading ya tiba tiba ga bisa diapain;1;2021-05-02 06:47:45;NEGATIF;;;
Ahmad usfur;update mulu;3;2021-05-02 05:47:34;NEGATIF;;;
Yoga Yoga;Mantar;5;2021-05-02 05:00:30;POSITIF;;;
elma lia;Saya sangat terbantu dengan aplikasi google meet ini;5;2021-05-02 04:22:48;POSITIF;;;
Rifai Ahmed;Ora jelas;1;2021-05-02 03:02:21;NEGATIF;;;
Camelia Agustin;Makasih karena Google Met jadi aku bisa belajar onlaen;4;2021-05-02 03:00:46;POSITIF;;;
Leandro Eziquel Dos Santos;Sangat membantu;4;2021-05-02 02:48:08;POSITIF;;;
Achmad Naufal Fadhilah;Suara tidak muncul ketika menggunakan earphone;1;2021-05-02 02:38:38;NEGATIF;;;
Mega Silvia;Sangat bagus suaranya.itu aja wkwkwk c;5;2021-05-02 00:53:22;POSITIF;;;
Agung Priambodo;Bagus, langsung jalan;5;2021-05-01 20:03:59;POSITIF;;;
Diman Alfin;Untuk mencoba;3;2021-05-01 18:56:35;NEGATIF;;;
Yan Sujendro Maximianus;Sangat membantu dalam proses pembelajaran pada masa pandemi ini;5;2021-05-01 15:07:12;POSITIF;;;
Sandi Palullungan;Good;5;2021-05-01 14:28:13;POSITIF;;;
XIIC Nafisatul Khodijah;Masa gak bisa join meetingnya sih, keluar terus;2;2021-05-01 09:53:18;NEGATIF;;;
Tri Muhammad Yusuf;Oke;5;2021-05-01 08:19:49;POSITIF;;;
Amir Supandi;Pull bintang nya;5;2021-05-01 07:57:06;POSITIF;;;
Maya Sitha;Saya suka aplikasi nya;5;2021-05-01 07:11:44;POSITIF;;;
hendriae;bagus;5;2021-05-01 04:31:38;POSITIF;;;
Ardian vettel;Menyusahkan;1;2021-05-01 04:17:22;NEGATIF;;;
TKRO3_ Ari Nugraha;Mikrofon bermasalah!;1;2021-05-01 02:57:18;NEGATIF;;;
siska indah wulandari;Mudah menggu akannya....suara jelas;5;2021-05-01 02:20:47;POSITIF;;;
Paul Popang;Aplikasi sangat bagus;5;2021-05-01 02:13:59;POSITIF;;;
Iriel Putrabungsu;Memuaskan;5;2021-04-30 22:56:46;POSITIF;;;
Riky Ardiansyah;Hebat;5;2021-04-30 19:10:06;POSITIF;;;
Naura Ilmatun Nafiah;Bagus;5;2021-04-30 15:17:10;POSITIF;;;
Khusnul Nugraha;Mataram is red mataram is blue before you dead better you pray;5;2021-04-30 14:35:36;POSITIF;;;
iwan setiawan;Ok;5;2021-04-30 14:09:43;POSITIF;;;
KAmbing MAti;Baguss sekaliii update terus biar kaya aplikasih whassap;5;2021-04-30 13:43:49;POSITIF;;;
Etika N. I;Aplikasinya paling enteng , ga susah buat login .. pkoknya muantull banget dah;5;2021-04-30 11:04:13;POSITIF;;;
Cipto Sunarso;aplikasi mantap;5;2021-04-30 09:05:17;POSITIF;;;
Muhammad Saleh;Belajar belajar;5;2021-04-30 08:13:42;POSITIF;;;
alexa armilizia;In hate this????????;5;2021-04-30 07:54:04;POSITIF;;;
Predy Supriadi;Mantul;5;2021-04-30 07:18:06;POSITIF;;;
Suwignyo Budi;Angel;3;2021-04-30 07:04:22;NEGATIF;;;
Pipit Laksamana;Bagus sekali everbady;2;2021-04-30 06:28:09;NEGATIF;;;
mulya na45181;Sangat membantu sekali;5;2021-04-30 05:01:30;POSITIF;;;
kadek viona;Bagus banget;5;2021-04-30 03:56:33;POSITIF;;;
Ar Rafa;Tidak apa apa;5;2021-04-30 03:36:22;POSITIF;;;
Rafael Galih Mayrello;Very gud;5;2021-04-30 03:19:20;POSITIF;;;
andini khazaa;Keren aku jadi bisa google meet sama buguru walaupun sekolah hrus onlin;5;2021-04-30 03:18:19;POSITIF;;;
ika rinjani;Kadang error, tapi kadang bagus juga;4;2021-04-30 02:44:57;POSITIF;;;
Obstacle jay;Makin sulit untuk memakainya;1;2021-04-30 02:42:33;NEGATIF;;;
Fabiola Jenoveva Auxiliadora;Saya udah pakai aplikasi ini bagus ko sangat membantu untuk sekolah onlineee;5;2021-04-30 02:37:09;POSITIF;;;
Dyah dani;bagus;5;2021-04-30 02:33:46;POSITIF;;;
Adhi Dharma;Gara gara ni apk gw jadi bljr dirmh;1;2021-04-30 02:31:05;NEGATIF;;;
Aldonny chapter bandung;Tingkatkan;5;2021-04-30 02:22:15;POSITIF;;;
Areta Anindya Santoso;Sebenernya bagus tapi kenapa setiap mau join keluar sendiri,terus ada tulisan google meet telah berhenti,tolong di perbaiki;1;2021-04-30 02:21:41;NEGATIF;;;
Pake Isa;Bagus;5;2021-04-30 02:12:50;POSITIF;;;
Zidan Rahmadika;??;5;2021-04-30 01:24:01;POSITIF;;;
Aisyah Nur wahyuningsih;Aplikasinya sangat berguna;5;2021-04-30 01:07:09;POSITIF;;;
Markonah;Tolong kenapa ya, pas saya update ke versi terbaru malah lebih jelek. Ke fc trus. Masih lebih mending yg versi lama:').;3;2021-04-30 00:59:36;NEGATIF;;;
brenton damagachi;Nggak bisa masuk susah sekali joinya;1;2021-04-30 00:58:47;NEGATIF;;;
Zean Morena;Saya suka sekali dengan aplijasi ini sagat membantu saya;5;2021-04-30 00:23:49;POSITIF;;;
GALANG • DITA;Bagi saya membantu apalagi buat zoom buat sekolah;5;2021-04-29 23:56:32;POSITIF;;;
Darma 16;Capekk bangun pagi teruss ):;2;2021-04-29 23:43:21;NEGATIF;;;
Maria Regelinda Mauk;Okk;5;2021-04-29 22:49:29;POSITIF;;;
Syarif Fadilah;Aplikasi bisa fidio call dengan ibu guru sekolah;2;2021-04-29 18:11:40;NEGATIF;;;
Ali Mubin;aplikasi gw beda ama punya temen2 gw jingan;1;2021-04-29 15:40:45;NEGATIF;;;
anto alonso;Sangat bagus;5;2021-04-29 14:42:00;POSITIF;;;
Erina Julia;"Kenapa tampilan di hp gw berbeda sama dihp ny temen gw gk ada fitur angkat tangan sedangkan temen gw pada ada semua ????. Apakah karena hp kentang?, Dan juga kadang video ny burem kek mozaik"" gitu suarany juga kadang kek suara robot gitu jadi aga kurang paham Ama penjelasan guru gw. Untuk yg lainny udh bagus mohon diperbaiki lagi y";3;2021-04-29 13:54:11;NEGATIF;;;
Thimotheus Siki;GREETINGS FROM THE HEART OF THE UNIVERSE;5;2021-04-29 10:31:10;POSITIF;;;
Ventje Rembet;Aman;5;2021-04-29 10:10:30;POSITIF;;;
Daffa Niko Yudha Pratama;Aplikasi Ini Sangat membantu Untuk Presensi Sekolah terimakasih.;5;2021-04-29 08:21:30;POSITIF;;;
Any;add landscape feature please :);4;2021-04-29 07:51:36;POSITIF;;;
hanafi faesal;Goodreads;4;2021-04-29 06:37:44;POSITIF;;;
Violina Besuki;Aplk yang sangat luar biasa;5;2021-04-29 04:59:40;POSITIF;;;
Roida Dina_ Universitas Muhammadiyah Jember;Bermanfaat bgt. Terima kasih sudah menciptakan apk ini. Sukses selalu buat team;5;2021-04-29 04:56:57;POSITIF;;;
Sallim Nasution;Bagus;1;2021-04-29 04:56:20;NEGATIF;;;
Lang GZ;Aplikasi Babi;1;2021-04-29 04:25:37;NEGATIF;;;
puTra Tazlim;Good;4;2021-04-29 04:16:49;POSITIF;;;
Lala Kumala;Tidak bisa bergabung saat membukanya dan hanya muncul menyiapkan trus;1;2021-04-29 03:29:34;NEGATIF;;;
Nisrina Putri;Huuuhuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu jelek aplikasi haram;1;2021-04-29 03:18:15;NEGATIF;;;
Ali Machali;Sangat jelek karena baru masuk lang sung keluar mohon untuk di perbaiki;1;2021-04-29 02:40:47;NEGATIF;;;
Devie Natalie;Ok mantap;5;2021-04-29 02:30:06;POSITIF;;;
Dayfirah Atiqah;Mantul banget;5;2021-04-29 02:05:49;POSITIF;;;
Diana Nurfitra;Kenapa sih hrus meminta persetujuan masuk room kan udah ada kodenya tinggal langsung masuk ngga usah pake persetujuan host ribet dosennya gamau acc katanya mager;1;2021-04-29 02:05:10;NEGATIF;;;
Nafsa Tsabita Aliya;????????????;5;2021-04-29 01:56:21;POSITIF;;;
Ainul Mardiah;Gued;5;2021-04-29 01:51:06;POSITIF;;;
TIAnnn;Kalian downod ff gk guru di downod lah ini gw gk nyembah geme tapi tanya;5;2021-04-29 01:42:34;POSITIF;;;
Radit Y;Makasi yah aplikasiny;4;2021-04-29 01:33:35;POSITIF;;;
brandon Nielsen Cahyadi;Aplikasi ini tidak layak lagi;1;2021-04-29 01:05:53;NEGATIF;;;
Ani Wulandari;Aplikasi bagus;5;2021-04-29 01:05:27;POSITIF;;;
Anderson Cabral;Gaya;5;2021-04-29 01:00:47;POSITIF;;;
alvin Adi;kenapa saya beri bintang 5 karena google meet bisa vc kayak di wass ap dan bisa daring di sekolah;5;2021-04-29 00:53:11;POSITIF;;;
Aisyah Hafshah;Paling mudah digunakan, dan menampung lebih banyak orang;5;2021-04-28 23:17:44;POSITIF;;;
Musa 5B & Aziizah 2B;Wow;4;2021-04-28 23:16:05;POSITIF;;;
Putri Hayu lestari;Gatau males mau beli keong;5;2021-04-28 19:39:15;POSITIF;;;
Marthen Pusung;Good;5;2021-04-28 16:34:12;POSITIF;;;
G Ajaa._;Knapa ya setelah di update kok makin jelek ya? Apk kadang suka keluar sendiri, padahal sinyal di hp saya bagus dan kuota OK. Tolong diperbaiki lagi ya pihak Google Meet. Pembelajaran sy jadi terganggu karna apknya suka keluar sendiri......;1;2021-04-28 15:20:31;NEGATIF;;;
Ghinaa Haamidah;Jelek Tapi bohong hayuk bagus baget;5;2021-04-28 14:39:45;POSITIF;;;
iDoo SKY;pelayanan kurang puas, pesen nabati yang di antar nasi goreng ??;1;2021-04-28 14:12:54;NEGATIF;;;
Joshua Arnold Lumban raja;bagus;5;2021-04-28 13:19:50;POSITIF;;;
Zahra Zahray_03;Ok;5;2021-04-28 13:08:05;POSITIF;;;
Tsabitah Aqilah;Cukup bagus;4;2021-04-28 12:40:39;POSITIF;;;
purnama wati;Bener² Membantu?????? Tapi Sy Gak Ngerti;5;2021-04-28 10:07:26;POSITIF;;;
Falent Elizabeth;Bantu banget sih ini karna saya juga sering ikut ibadah atau rapat online ya jadi sangat membantu;5;2021-04-28 09:11:33;POSITIF;;;
Erlie ruth Theresia pasaribu;Aplikasi ini sangat bagus saya jadi busa meet sama teman saya;5;2021-04-28 08:17:14;POSITIF;;;
Nurfazila SPd;Bagus;5;2021-04-28 08:11:30;POSITIF;;;
Lilik Suryani;Sangat bagus saya terbantu saat belajar dirumah;5;2021-04-28 06:12:54;POSITIF;;;
adhani al jack;Untuk menyambung tali silaturahim, sangat cocok namun apk makan MEMORY gedhe;5;2021-04-28 06:12:16;POSITIF;;;
Siti Zuhri;ini jelek bangett tabi bohong ini bagus bangettttttr;5;2021-04-28 05:20:22;POSITIF;;;
HARFAN GAMERS;bagus banget karna saya bisa sekolah ofline jadi saya gak panik deh;5;2021-04-28 04:57:55;POSITIF;;;
Siti Nurlaela;Alhamdulillaah... Daring selalu lancar menggunakan aplikasi ini.;5;2021-04-28 04:57:38;POSITIF;;;
Yosep Herlambang;Menurut saya sangat berguna untuk digunakan VCAL sekolah;5;2021-04-28 04:53:59;POSITIF;;;
Kenah 18;malas udah donload masih gak masuk;1;2021-04-28 04:29:18;NEGATIF;;;
Amin Hidayat;Tampilannya kalo di hp cuma dikit beda Ama di laptop;4;2021-04-28 04:21:25;POSITIF;;;
AJIE PRAYOGI;Meresahkan;1;2021-04-28 02:31:32;NEGATIF;;;
Catri Rahmawati;Sangat membantu anak sya sekolah PJJ??;5;2021-04-28 02:11:00;POSITIF;;;
Boncu Genbi;Oke;5;2021-04-28 02:03:55;POSITIF;;;
indri ariani;Apiksss bingitssss;5;2021-04-28 01:21:37;POSITIF;;;
Dodi Herdiyanto;Bagus;5;2021-04-28 01:15:22;POSITIF;;;
Nanang Sumarji;Mantap jaya????????????;5;2021-04-28 01:11:37;POSITIF;;;
MufidSad?;Rusak ni apk;5;2021-04-28 01:07:18;POSITIF;;;
šø??ý;Sebenarnya sdh bagus sih tapi knp suara mic ku terkeluar? Padahal aku sdh mute. Tolong perbaiki secepatnya;4;2021-04-28 00:55:59;POSITIF;;;
Rival di;Ok;3;2021-04-28 00:54:38;NEGATIF;;;
ciella;Good;5;2021-04-28 00:34:57;POSITIF;;;
Raihan Azhar;Bagus;5;2021-04-28 00:17:24;POSITIF;;;
ilham;???;1;2021-04-28 00:08:15;NEGATIF;;;
Antonius Charles 8C02;VERY GOOD.;5;2021-04-27 23:57:06;POSITIF;;;
Felisitas Surianti;Trimakasih untuk aplikasi ini Sangat membantu saya selama kulia online ini;5;2021-04-27 23:45:50;POSITIF;;;
Siti aulia Anjani;Sangat menarik;5;2021-04-27 21:31:49;POSITIF;;;
KHALIMATUS SALSABIL;Membantu;4;2021-04-27 17:23:35;POSITIF;;;
Fanny Stefanny;Knp fiturnya tdk bisa berlaku di hp sy,mksdnya fitur menambahkan background blurr tdk bisa knp ya tolong diperbaiki ??;3;2021-04-27 17:00:26;NEGATIF;;;
agung pra;Ok;4;2021-04-27 14:54:04;POSITIF;;;
Danial Fauzi;Ok;5;2021-04-27 11:45:45;POSITIF;;;
eva maja;lmotttt;5;2021-04-27 10:59:36;POSITIF;;;
Sunarno Yusuf;Bagua;5;2021-04-27 10:35:42;POSITIF;;;
Evita Febriana;Lebih nyaman versi lama??. Jadi tidak sulit kalau mau lihat satu persatu partisipan. Kalau versi baru, lebih rumit dan tidak nyaman??. Kalau bisa versi barunya untuk melihat partisipan seperti versi lama.;2;2021-04-27 09:14:07;NEGATIF;;;
Dede Suhendar;Good;5;2021-04-27 07:12:22;POSITIF;;;
Meirva Aslin;Bagus;5;2021-04-27 07:09:29;POSITIF;;;
Darma Putra;Bagus;5;2021-04-27 06:27:02;POSITIF;;;
Maulina Zaskiaa_;Link dan kode meetnya nga bisa kebuka .sdh 8 pelajaran ngak masuk gara² goegle meet.udh di updte juga;1;2021-04-27 06:05:14;NEGATIF;;;
Jefri Lukito;Dip;4;2021-04-27 06:01:49;POSITIF;;;
Aziza Nandya Destiyana;kenapa saya sudah mengaktifkan mic tetapi suara saya tidak terdengar padahal sinyal baik baik saja;1;2021-04-27 04:49:37;NEGATIF;;;
haslam tsaqif;keren!!!!!!;5;2021-04-27 04:12:42;POSITIF;;;
Safina;Aman aja kok;4;2021-04-27 04:10:39;POSITIF;;;
Loberto Kenzie;Aneh;1;2021-04-27 03:54:32;NEGATIF;;;
abil Rupawan;BAgus;5;2021-04-27 03:51:23;POSITIF;;;
muhammad GYDA ivan;Yyyyxxy good app, next bikin konten : 24 jam belajar Sama Jessica jane;4;2021-04-27 03:45:53;POSITIF;;;
Cincin Tri Wahyuni;Jrg pake. Google meet;3;2021-04-27 03:17:47;NEGATIF;;;
Sabian Alfarizy;Aku:Bagus sekali ibu aku belajar sekolah dengan tidak rajin jadi biarkan aku bermain game ibu Ibu:oh tidak apa anaku Ibu:bolos aja nak;5;2021-04-27 03:12:02;POSITIF;;;
Kevin Aditya Pahlevi;layar presentasi tidka mau tampak di mode orientasi potret hape;3;2021-04-27 02:51:56;NEGATIF;;;
Haikal Hafizhan;Udh open mic tpi gak ada suara saat presentasi sekolah apk sampah;1;2021-04-27 02:35:36;NEGATIF;;;
Melly Dinggau;Nagus;4;2021-04-27 02:27:36;POSITIF;;;
ath Fareal;Aplikasi ini jelek bangetttt !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!???? Tapi bohong hayuk aplikasi ini berguna loh kalo gak donlowad kesel nanti;1;2021-04-27 02:09:25;NEGATIF;;;
Royan 6B;Awal nya bagus makin update update nya bikin ribet dan meresahkan;2;2021-04-27 01:55:56;NEGATIF;;;
Naura Lovers;Terimakasih;5;2021-04-27 01:19:16;POSITIF;;;
Serigala Frosty;Dev Dodo Masa Karena Saya Manusia Purba saya tidak ikut meeting GM Padahal Saya Mau Belajar dek dek huhuuhhu :(;2;2021-04-27 00:50:00;NEGATIF;;;
Ade Fajar;Ok;5;2021-04-26 22:56:48;POSITIF;;;
Jacky Singal;Baik untuk untuk orang dewasa pelayanan film dex.;5;2021-04-26 17:17:46;POSITIF;;;
Putri Manohara;Bagus sekali;5;2021-04-26 15:09:40;POSITIF;;;
Allam Naufal;Bad update;3;2021-04-26 14:32:37;NEGATIF;;;
Gunawan Gunawan;Mantap;5;2021-04-26 14:26:04;POSITIF;;;
Bongso Onco;saya menyukai Aplikasi ini;1;2021-04-26 14:24:58;NEGATIF;;;
Dwi Irwanto;Pk;5;2021-04-26 12:50:22;POSITIF;;;
Romi Rajiman;Good...aplikasi...;5;2021-04-26 12:16:52;POSITIF;;;
Viktorman Waruwu;Lama lama meet kurang baik;3;2021-04-26 12:11:15;NEGATIF;;;
23 Nove Alicya Ngongo 3B;Kok saya tidak ada tanda untuk upgrade Google meet? saya masih Google Meet yang lama;3;2021-04-26 09:56:08;NEGATIF;;;
Amran Cereng;Luar biasa;1;2021-04-26 08:28:16;NEGATIF;;;
saya suhar;Aplikasi tembelang;1;2021-04-26 06:57:32;NEGATIF;;;
Andre Sereh;Iy;5;2021-04-26 05:30:29;POSITIF;;;
Syah Vergio;Di update kok makin buat ngelag;1;2021-04-26 04:29:21;NEGATIF;;;
Noer Alifah;"Sebener nya apk nya bagus cuma tolong di saat sedang melakukan googel meet jgan terus"" san minta ulasan berbintang ini jadi sangat menggangu pengguna.?? Sya jadi keluar masuk terus menersu";3;2021-04-26 04:21:07;NEGATIF;;;
Arya Sukmayasa;Terps karena harus ??;5;2021-04-26 04:05:52;POSITIF;;;
Nuri Fitria;Apk ini bagus, q suka;5;2021-04-26 03:41:03;POSITIF;;;
pika chu;Gara gara aplikasi ini saya mengerjakan tugas;1;2021-04-26 03:29:01;NEGATIF;;;
Mariyah;Jelek bro;1;2021-04-26 03:09:38;NEGATIF;;;
Ernis Juliana;Wah bagus banget aku butuh untuk daring;5;2021-04-26 03:07:56;POSITIF;;;
Asiah Husien;Kenapa saya tidak bisa mengubah latar belakang?padahal sebelumnya bisa;2;2021-04-26 03:01:48;NEGATIF;;;
Serin Ulan kurnia;Aplikasi nya sangat membantu dalam pelajaran sekolah saya, terima kasih.;5;2021-04-26 02:19:34;POSITIF;;;
ED D ONE;Suka error dan masih banyak bug;2;2021-04-26 01:54:27;NEGATIF;;;
ade suprayoga;Ini aplikasi aneh banget massa mau masuk harus izin dulu kalau g kenal sama anak murid nya kan ga di izinin;1;2021-04-26 01:51:45;NEGATIF;;;
Siddharta Purnama;Tapi sekarang saya update blm bisa, padahal saya harus masuk meet dgn guru nih;5;2021-04-26 01:45:44;POSITIF;;;
Nadin Andini;Bagus;5;2021-04-26 01:39:38;POSITIF;;;
Suryanto Suryanto;Google meet sangat penting untuk aku belajar;5;2021-04-26 01:38:25;POSITIF;;;
be llinda;Ehh;5;2021-04-26 01:30:59;POSITIF;;;
Yanni Yanni;Nyesel;1;2021-04-26 01:30:02;NEGATIF;;;
Rizki Fajri h;??;4;2021-04-26 01:28:41;POSITIF;;;
Matcha Grup;setelah 30 detik kemudian saya log out lagi dari meeting;1;2021-04-26 01:19:19;NEGATIF;;;
Ardian Angga Saputra;Menggokil ??????;1;2021-04-26 01:10:06;NEGATIF;;;
Cover Song;Gabut;1;2021-04-26 01:06:24;NEGATIF;;;
Gunawan Aris;Lumayan iso dinggo miting mitingan;4;2021-04-26 01:00:11;POSITIF;;;
Mang Acip;Sangat bagus;5;2021-04-26 00:55:45;POSITIF;;;
Faat 029;:v;1;2021-04-26 00:54:22;NEGATIF;;;
30. Prily Aridika;Semoga bagus;5;2021-04-26 00:41:19;POSITIF;;;
rahmat muhadiono;Apk apaan sih saya sudah download ulang dari tadi tetap aje gk bisa tolong lah;1;2021-04-26 00:08:46;NEGATIF;;;
Enggar ramadhan;Susah masuk;1;2021-04-25 23:39:04;NEGATIF;;;
gabriella kinrin setiawan;Lebih bagus kalo bahasa Indonesia dari pada Malaysia kurang rapi;5;2021-04-25 23:19:21;POSITIF;;;
Efendi Ms;terimakasih kami terbantu sebab ini yg terbaik....;5;2021-04-25 22:59:30;POSITIF;;;
Andi Moh. Fajrin;Mantap;5;2021-04-25 19:47:57;POSITIF;;;
Akramanul Mubin;Pakai Bahasa ???? ???????;1;2021-04-25 19:22:51;NEGATIF;;;
Syarifah Nur aini;Astaghfirullah,berdosaa anda yang buat apk ini,kenapa nga di tambah Fitur efek sih astaga;4;2021-04-25 15:42:06;POSITIF;;;
Adiva Khnsa;Saya adiva khnsa umur 9 Kelas 3 aku kalok meet tapi kalok meet knp harus pakek link ya;4;2021-04-25 15:19:59;POSITIF;;;
alfirda agustinasari;membantu dalam pembelajaran;5;2021-04-25 14:51:59;POSITIF;;;
Ashella putri Maharani;Google meet emang she the beast for lets;5;2021-04-25 14:28:12;POSITIF;;;
Livni S;Aplikasi nya bagus kok, tapi suaranya sering bergema. Dan suka keluar dari aplikasi nya sendiri, mohon diperbaiki ya developer ??????;4;2021-04-25 13:53:13;POSITIF;;;
Aline Ibel;Saya baru ngasi bintang 4 karna sy baru downlod nanti klo sudh dan aplikasi ini bagus saya akan mengasi bintang 5 mks;4;2021-04-25 11:34:19;POSITIF;;;
Nur Ghifar;Bagus;5;2021-04-25 11:20:49;POSITIF;;;
005 Nur Afni;Bagus;5;2021-04-25 11:15:54;POSITIF;;;
a.f.arozid gaming;Bagus;5;2021-04-25 08:54:45;POSITIF;;;
Agus 072;Terbaik;5;2021-04-25 05:26:18;POSITIF;;;
MUHAMMAD ALFIN;Yang kesini karena itu ia juga bilang ya;5;2021-04-25 04:06:16;POSITIF;;;
Abisha Faiqa;Ok;5;2021-04-25 03:45:58;POSITIF;;;
Ahmad Rajafi;Goooooooood;5;2021-04-25 03:09:54;POSITIF;;;
Annisa Nurislami Fitria Ramadhanti;Setiap on kamera selalu keluar dari room nya, gak nyaman banget, enak pake zoom meeting;1;2021-04-25 02:17:43;NEGATIF;;;
Agung Sutrisna;Bagus;5;2021-04-24 20:07:14;POSITIF;;;
Tirta Yasa;Aplikasi bagus..;5;2021-04-24 17:36:43;POSITIF;;;
Nana Wisnu Wardana;Cukup membantu..!!!;4;2021-04-24 15:20:16;POSITIF;;;
Irwan NF;Mantaaps, bermanfaat;5;2021-04-24 13:41:32;POSITIF;;;
Cerinafebiola Ayuwibowo;jelek mau masuk aja susah banget padahal udah pake email ku tapi gk bisa udh berkali kali dicoba;1;2021-04-24 13:10:42;NEGATIF;;;
Bukan Panji Petualang official;Ok;5;2021-04-24 13:10:38;POSITIF;;;
Noer hayati;Kereennn;5;2021-04-24 11:34:11;POSITIF;;;
Hasna Alya Nashita;Bagus;5;2021-04-24 11:32:13;POSITIF;;;
TAPAH ABDUL NALIN;Ok;5;2021-04-24 10:49:41;POSITIF;;;
Mastori;Bagus;5;2021-04-24 10:25:16;POSITIF;;;
Husaini Banjar;Mantaap ini aplikasinya;4;2021-04-24 10:12:32;POSITIF;;;
dede saepul huda;Sangat membantu sekali tanks;4;2021-04-24 08:43:11;POSITIF;;;
Muhammad Asunnah;Ok;5;2021-04-24 08:28:22;POSITIF;;;
Emiz Emizbon;Goreng patut;2;2021-04-24 08:06:01;NEGATIF;;;
Memi Alpha;Jelek;1;2021-04-24 08:04:05;NEGATIF;;;
Alfiah Nur Hamidah;Aplikasi ini bagus apa lagi kalau Offline kagak ngabisin Kuota jadi saya kasih bintang 3 saja;3;2021-04-24 07:19:22;NEGATIF;;;
Marvel Eka P;Cukup Bagus;5;2021-04-24 06:57:13;POSITIF;;;
Andhika Zufar Muzzaki;Mantapp;4;2021-04-24 06:29:52;POSITIF;;;
Lin Chan;??????????????;5;2021-04-24 04:49:29;POSITIF;;;
septiani;Goggle meet.;5;2021-04-24 04:29:46;POSITIF;;;
Andika Dwi;Kenapa ketika oncam suka keluar sendiri ??;4;2021-04-24 03:41:11;POSITIF;;;
Sehan Halmahera;Baik;5;2021-04-24 03:20:57;POSITIF;;;
14_Cicilia Andari Eka Putri;Kadang kadang suara ku gak kedengaran sama suara nya patah patah padahal gambar nya bagus;1;2021-04-24 03:07:12;NEGATIF;;;
Suminar 12;Aplikasi nya terlalu bagus jadi saya kasih rating 6;1;2021-04-24 02:34:31;NEGATIF;;;
Gilang Pambudi;Bagus;5;2021-04-24 02:24:54;POSITIF;;;
ASta Yuno;Jelek apknya;1;2021-04-24 01:36:49;NEGATIF;;;
Dede Suherman;Mau cobs;4;2021-04-23 19:28:49;POSITIF;;;
Joe Palit;Membantu aku belajar;5;2021-04-23 18:56:00;POSITIF;;;
Tirton Nefianto;Oke;5;2021-04-23 10:49:28;POSITIF;;;
Sahara Sakila;Bagus asik;5;2021-04-23 08:45:25;POSITIF;;;
ARISULA PAVO;Mantul;5;2021-04-23 08:39:32;POSITIF;;;
Lisda Yanti;Kurang bagus;3;2021-04-23 08:27:08;NEGATIF;;;
Fadhil Rizqi Zaid 4A;Apliksi Google Meet ini belum pernh sy gunkn.,coz untuk msuk ke'almtny sj sudh sush.,pdhl apliksi tsb untuk keperluan school q.,&tolong jngn bnyk tmpiln iklan.;2;2021-04-23 08:26:08;NEGATIF;;;
Darma wan;Sudah bagus tapi tolong notifikasi tentang anggota yang bergabung maupun keluar baiknya diblurkan, supaya tidak menutup tampilan. Notifikasinya agak mengganggu tampilan presentasi.;2;2021-04-23 07:04:45;NEGATIF;;;
Maulana 28;Lebih bagus dibanding zom;5;2021-04-23 06:40:37;POSITIF;;;
Puji Anto;Karna saya baik hati,,,blm tk coba ja sdh tk ksh bintang 5. ??????;5;2021-04-23 06:03:22;POSITIF;;;
Rus miati;Good;4;2021-04-23 05:46:16;POSITIF;;;
Glory Zebua;bagus ko apknya saya suka;5;2021-04-23 05:16:14;POSITIF;;;
Salma Widodo;????????????????????????;5;2021-04-23 03:05:57;POSITIF;;;
Azka Anjani;Susah banget sih di instal aplikasi nya, padahal sinyal full;1;2021-04-23 03:05:32;NEGATIF;;;
Budi Hartono;Bagus ??;5;2021-04-23 02:45:20;POSITIF;;;
Gsgshwh Gahshsh;aplikasinya bagus banget kok bisa untuk meet bersama teman o iya perkenal kan nama saya :RAMA Í?WÂ?ÝÀH Pu??á;5;2021-04-23 02:27:36;POSITIF;;;
I'm the avocados;masak udah klik link tapi gabisa join. eror mulu;1;2021-04-23 02:26:27;NEGATIF;;;
Faiz Fazrianti;Aku download nya dadakan karna ada meeting di sekolah online sumpah capek banget lier;1;2021-04-23 02:23:05;NEGATIF;;;
Karolina Jetia;Baik;5;2021-04-23 02:13:57;POSITIF;;;
Diva venda kirana;Bagus oke;5;2021-04-23 02:05:32;POSITIF;;;
linda Nasrokhan;Bagusss banget.??????????:) :) :D:D;5;2021-04-23 01:51:23;POSITIF;;;
MANCING AJAH CHANEL;Download na susa loding terus;1;2021-04-23 01:47:37;NEGATIF;;;
Lutfi dharmawan;Apk nya bagus;5;2021-04-23 01:40:59;POSITIF;;;
Ruby Azahra;????????????;5;2021-04-23 01:23:42;POSITIF;;;
